id,sqli_type,db_engine,confidence
4501,error_based,postgresql,0.85
4502,union_based,generic,1.00
4503,union_based,generic,1.00
4504,error_based,postgresql,0.85
4505,error_based,oracle,0.85
4506,error_based,oracle,0.85
4507,error_based,oracle,0.85
4508,error_based,oracle,0.85
4509,error_based,oracle,0.85
4510,boolean_blind,generic,1.00
4511,union_based,generic,1.00
4512,union_based,generic,1.00
4513,time_blind,mysql,0.85
4514,boolean_blind,generic,0.70
4515,error_based,oracle,0.85
4516,boolean_blind,mysql,0.85
4517,boolean_blind,generic,0.70
4518,union_based,generic,1.00
4519,boolean_blind,generic,0.70
4520,boolean_blind,generic,0.70
4521,boolean_blind,mysql,1.00
4522,error_based,oracle,0.85
4523,error_based,postgresql,0.85
4524,union_based,generic,1.00
4525,boolean_blind,generic,0.85
4526,time_blind,mysql,0.85
4527,boolean_blind,generic,0.70
4528,boolean_blind,generic,0.70
4529,union_based,generic,1.00
4530,error_based,oracle,0.85
4531,error_based,oracle,0.85
4532,error_based,postgresql,0.85
4533,error_based,postgresql,0.85
4534,error_based,oracle,0.85
4535,error_based,oracle,0.85
4536,error_based,oracle,0.85
4537,error_based,postgresql,0.85
4538,error_based,oracle,0.85
4539,boolean_blind,generic,0.70
4540,boolean_blind,generic,1.00
4541,boolean_blind,generic,0.70
4542,boolean_blind,generic,0.70
4543,error_based,oracle,0.85
4544,error_based,oracle,0.85
4545,boolean_blind,generic,1.00
4546,boolean_blind,generic,0.70
4547,union_based,generic,1.00
4548,time_blind,mysql,0.85
4549,error_based,oracle,0.85
4550,error_based,postgresql,0.85
4551,boolean_blind,generic,0.70
4552,union_based,generic,1.00
4553,error_based,oracle,0.85
4554,error_based,oracle,0.85
4555,boolean_blind,generic,0.70
4556,union_based,generic,1.00
4557,boolean_blind,generic,0.70
4558,boolean_blind,mssql,0.85
4559,boolean_blind,generic,0.70
4560,error_based,postgresql,0.85
4561,boolean_blind,generic,0.70
4562,error_based,postgresql,0.85
4563,boolean_blind,generic,0.70
4564,error_based,oracle,0.85
4565,error_based,oracle,0.85
4566,error_based,postgresql,0.85
4567,boolean_blind,generic,0.70
4568,error_based,oracle,0.85
4569,union_based,generic,1.00
4570,error_based,postgresql,0.85
4571,error_based,oracle,0.85
4572,error_based,mysql,0.85
4573,time_blind,postgresql,1.00
4574,boolean_blind,generic,0.70
4575,time_blind,mysql,1.00
4576,error_based,postgresql,0.85
4577,error_based,oracle,0.85
4578,error_based,postgresql,0.85
4579,time_blind,mysql,0.85
4580,error_based,oracle,0.85
4581,boolean_blind,generic,0.70
4582,error_based,oracle,0.85
4583,boolean_blind,generic,0.70
4584,error_based,oracle,0.85
4585,error_based,oracle,0.85
4586,error_based,oracle,0.85
4587,time_blind,mysql,0.85
4588,error_based,oracle,0.85
4589,boolean_blind,oracle,0.85
4590,boolean_blind,generic,0.70
4591,time_blind,postgresql,1.00
4592,error_based,postgresql,0.85
4593,error_based,oracle,0.85
4594,error_based,mysql,0.85
4595,error_based,oracle,0.85
4596,error_based,oracle,0.85
4597,boolean_blind,generic,0.70
4598,error_based,postgresql,0.85
4599,error_based,oracle,0.85
4600,union_based,generic,1.00
