id,sqli_type,db_engine,confidence
4401,time_blind,sqlite,1.00
4402,error_based,mssql,1.00
4403,boolean_blind,generic,0.85
4404,error_based,mysql,1.00
4405,error_based,oracle,0.85
4406,boolean_blind,mysql,1.00
4407,boolean_blind,generic,0.70
4408,error_based,oracle,1.00
4409,error_based,postgresql,0.85
4410,error_based,oracle,1.00
4411,union_based,generic,1.00
4412,boolean_blind,mssql,0.85
4413,boolean_blind,mssql,0.85
4414,boolean_blind,generic,0.70
4415,boolean_blind,mysql,0.85
4416,boolean_blind,mysql,0.85
4417,error_based,mysql,1.00
4418,error_based,oracle,1.00
4419,error_based,oracle,1.00
4420,error_based,oracle,1.00
4421,boolean_blind,generic,0.70
4422,boolean_blind,mssql,0.85
4423,error_based,oracle,1.00
4424,error_based,oracle,1.00
4425,time_blind,mssql,1.00
4426,error_based,oracle,1.00
4427,error_based,postgresql,0.85
4428,boolean_blind,generic,0.70
4429,error_based,postgresql,0.85
4430,boolean_blind,oracle,0.85
4431,error_based,oracle,1.00
4432,error_based,oracle,1.00
4433,boolean_blind,generic,0.70
4434,time_blind,postgresql,1.00
4435,boolean_blind,generic,0.85
4436,boolean_blind,generic,0.70
4437,error_based,mysql,1.00
4438,error_based,postgresql,1.00
4439,error_based,oracle,1.00
4440,error_based,oracle,1.00
4441,error_based,oracle,1.00
4442,error_based,mysql,0.85
4443,boolean_blind,generic,0.70
4444,boolean_blind,mysql,0.85
4445,union_based,mysql,1.00
4446,error_based,postgresql,0.85
4447,time_blind,generic,0.70
4448,error_based,oracle,1.00
4449,error_based,oracle,1.00
4450,error_based,oracle,1.00
4451,error_based,oracle,1.00
4452,boolean_blind,mssql,0.85
4453,boolean_blind,generic,0.70
4454,boolean_blind,generic,0.70
4455,boolean_blind,generic,0.85
4456,time_blind,oracle,0.85
4457,error_based,oracle,1.00
4458,boolean_blind,mssql,0.85
4459,error_based,oracle,1.00
4460,error_based,postgresql,0.85
4461,time_blind,mysql,1.00
4462,boolean_blind,generic,0.70
4463,error_based,oracle,1.00
4464,error_based,postgresql,0.85
4465,union_based,mysql,1.00
4466,boolean_blind,mysql,0.85
4467,boolean_blind,generic,0.85
4468,error_based,postgresql,0.85
4469,error_based,oracle,1.00
4470,union_based,generic,1.00
4471,error_based,postgresql,0.85
4472,error_based,oracle,1.00
4473,error_based,oracle,1.00
4474,time_blind,oracle,0.70
4475,error_based,oracle,1.00
4476,error_based,oracle,1.00
4477,time_blind,mssql,1.00
4478,boolean_blind,mysql,0.85
4479,error_based,oracle,1.00
4480,boolean_blind,oracle,0.85
4481,boolean_blind,generic,0.70
4482,time_blind,oracle,0.70
4483,error_based,oracle,1.00
4484,boolean_blind,generic,0.70
4485,error_based,oracle,0.85
4486,boolean_blind,generic,0.70
4487,boolean_blind,mysql,0.85
4488,union_based,mysql,1.00
4489,error_based,oracle,1.00
4490,boolean_blind,mysql,0.85
4491,error_based,oracle,1.00
4492,error_based,oracle,1.00
4493,error_based,postgresql,0.85
4494,error_based,oracle,1.00
4495,error_based,postgresql,0.85
4496,time_blind,mysql,1.00
4497,error_based,oracle,0.85
4498,time_blind,oracle,0.70
4499,boolean_blind,mssql,0.85
4500,boolean_blind,generic,0.70
