id,sqli_type,db_engine,confidence
4801,time_blind,mysql,1.00
4802,error_based,oracle,1.00
4803,error_based,oracle,1.00
4804,time_blind,sqlite,1.00
4805,union_based,mysql,0.85
4806,boolean_blind,generic,0.85
4807,error_based,oracle,1.00
4808,boolean_blind,generic,0.70
4809,time_blind,sqlite,1.00
4810,boolean_blind,mysql,0.70
4811,time_blind,sqlite,1.00
4812,boolean_blind,mssql,0.85
4813,union_based,mysql,1.00
4814,time_blind,mssql,0.85
4815,time_blind,generic,0.85
4816,error_based,oracle,1.00
4817,boolean_blind,generic,0.70
4818,error_based,mysql,1.00
4819,error_based,postgresql,1.00
4820,error_based,oracle,1.00
4821,error_based,oracle,1.00
4822,error_based,mysql,1.00
4823,error_based,oracle,1.00
4824,error_based,oracle,1.00
4825,error_based,mysql,1.00
4826,boolean_blind,generic,0.70
4827,error_based,mysql,1.00
4828,error_based,mysql,1.00
4829,boolean_blind,generic,0.70
4830,union_based,mysql,1.00
4831,union_based,generic,0.85
4832,union_based,mysql,1.00
4833,error_based,oracle,1.00
4834,error_based,mysql,1.00
4835,error_based,mssql,1.00
4836,error_based,oracle,1.00
4837,error_based,oracle,1.00
4838,time_blind,mysql,1.00
4839,time_blind,oracle,1.00
4840,error_based,oracle,1.00
4841,time_blind,generic,0.85
4842,boolean_blind,mssql,0.85
4843,boolean_blind,mysql,0.70
4844,boolean_blind,mysql,0.70
4845,error_based,oracle,1.00
4846,union_based,mysql,1.00
4847,error_based,mysql,1.00
4848,union_based,mysql,1.00
4849,error_based,oracle,1.00
4850,error_based,oracle,1.00
4851,boolean_blind,generic,0.70
4852,boolean_blind,generic,0.70
4853,error_based,oracle,1.00
4854,error_based,oracle,1.00
4855,boolean_blind,generic,0.70
4856,time_blind,postgresql,1.00
4857,error_based,postgresql,1.00
4858,error_based,postgresql,1.00
4859,error_based,oracle,1.00
4860,error_based,postgresql,1.00
4861,boolean_blind,generic,0.70
4862,error_based,oracle,1.00
4863,error_based,oracle,1.00
4864,error_based,oracle,1.00
4865,boolean_blind,generic,0.70
4866,error_based,oracle,1.00
4867,union_based,mysql,1.00
4868,boolean_blind,generic,0.70
4869,union_based,generic,1.00
4870,boolean_blind,generic,0.70
4871,error_based,oracle,1.00
4872,error_based,oracle,1.00
4873,boolean_blind,generic,0.70
4874,error_based,mysql,1.00
4875,error_based,oracle,1.00
4876,time_blind,generic,0.85
4877,boolean_blind,generic,0.70
4878,error_based,oracle,1.00
4879,union_based,generic,1.00
4880,union_based,generic,0.85
4881,error_based,oracle,1.00
4882,error_based,oracle,1.00
4883,error_based,oracle,1.00
4884,error_based,postgresql,1.00
4885,boolean_blind,generic,0.85
4886,error_based,postgresql,0.85
4887,error_based,postgresql,0.85
4888,boolean_blind,generic,0.70
4889,time_blind,postgresql,1.00
4890,time_blind,oracle,1.00
4891,error_based,oracle,1.00
4892,error_based,oracle,1.00
4893,time_blind,postgresql,1.00
4894,error_based,oracle,1.00
4895,time_blind,mysql,1.00
4896,boolean_blind,generic,0.70
4897,error_based,oracle,1.00
4898,boolean_blind,generic,0.70
4899,time_blind,mysql,1.00
4900,boolean_blind,generic,0.70
