id,sqli_type,db_engine,confidence
4001,boolean_blind,mssql,0.85
4002,time_blind,mysql,1.00
4003,error_based,oracle,0.85
4004,error_based,mysql,1.00
4005,boolean_blind,mysql,0.85
4006,error_based,oracle,1.00
4007,boolean_blind,generic,0.85
4008,error_based,oracle,1.00
4009,union_based,mysql,0.85
4010,error_based,oracle,0.85
4011,boolean_blind,mssql,0.85
4012,boolean_blind,mysql,0.85
4013,error_based,oracle,1.00
4014,error_based,mssql,1.00
4015,union_based,generic,0.85
4016,boolean_blind,generic,0.85
4017,error_based,postgresql,1.00
4018,boolean_blind,mysql,0.85
4019,error_based,postgresql,1.00
4020,error_based,oracle,1.00
4021,boolean_blind,mysql,0.85
4022,union_based,mysql,0.85
4023,union_based,mysql,0.85
4024,time_blind,mysql,1.00
4025,error_based,postgresql,1.00
4026,error_based,oracle,1.00
4027,boolean_blind,generic,0.85
4028,error_based,oracle,1.00
4029,time_blind,mysql,0.85
4030,error_based,oracle,1.00
4031,error_based,oracle,1.00
4032,error_based,postgresql,1.00
4033,boolean_blind,mysql,0.85
4034,error_based,oracle,1.00
4035,error_based,oracle,1.00
4036,error_based,oracle,1.00
4037,boolean_blind,generic,0.85
4038,time_blind,mysql,0.85
4039,boolean_blind,generic,0.85
4040,error_based,oracle,1.00
4041,boolean_blind,generic,0.85
4042,union_based,generic,0.85
4043,error_based,mysql,0.85
4044,error_based,mssql,1.00
4045,boolean_blind,generic,0.85
4046,boolean_blind,mysql,0.85
4047,union_based,mysql,0.85
4048,boolean_blind,oracle,0.85
4049,boolean_blind,generic,0.85
4050,error_based,postgresql,1.00
4051,boolean_blind,mysql,0.85
4052,error_based,oracle,1.00
4053,error_based,postgresql,1.00
4054,error_based,oracle,1.00
4055,error_based,postgresql,1.00
4056,error_based,oracle,1.00
4057,union_based,generic,0.85
4058,union_based,generic,0.85
4059,time_blind,postgresql,1.00
4060,boolean_blind,generic,0.85
4061,boolean_blind,mysql,0.85
4062,boolean_blind,mysql,0.85
4063,error_based,oracle,1.00
4064,boolean_blind,generic,0.85
4065,error_based,oracle,1.00
4066,error_based,oracle,1.00
4067,union_based,generic,0.85
4068,error_based,oracle,1.00
4069,time_blind,mysql,1.00
4070,boolean_blind,mysql,0.85
4071,error_based,oracle,1.00
4072,error_based,postgresql,1.00
4073,boolean_blind,generic,0.85
4074,error_based,oracle,1.00
4075,error_based,postgresql,1.00
4076,boolean_blind,generic,0.85
4077,time_blind,mysql,1.00
4078,error_based,oracle,1.00
4079,time_blind,mysql,1.00
4080,time_blind,mysql,1.00
4081,boolean_blind,generic,0.85
4082,boolean_blind,mysql,0.85
4083,error_based,postgresql,1.00
4084,error_based,mysql,1.00
4085,error_based,oracle,1.00
4086,error_based,oracle,1.00
4087,boolean_blind,generic,0.85
4088,boolean_blind,generic,0.85
4089,error_based,oracle,1.00
4090,union_based,mysql,0.85
4091,error_based,oracle,1.00
4092,error_based,oracle,1.00
4093,boolean_blind,generic,0.85
4094,boolean_blind,mysql,0.85
4095,time_blind,mysql,1.00
4096,error_based,oracle,1.00
4097,boolean_blind,generic,0.70
4098,boolean_blind,generic,0.85
4099,boolean_blind,oracle,0.85
4100,error_based,oracle,1.00
