id,sqli_type,db_engine,confidence
4101,error_based,oracle,1.00
4102,boolean_blind,generic,0.70
4103,error_based,oracle,1.00
4104,time_blind,sqlite,1.00
4105,boolean_blind,generic,0.70
4106,boolean_blind,mssql,0.85
4107,boolean_blind,postgresql,1.00
4108,boolean_blind,postgresql,1.00
4109,time_blind,mysql,1.00
4110,boolean_blind,generic,0.70
4111,boolean_blind,mysql,0.85
4112,time_blind,mysql,1.00
4113,error_based,mysql,1.00
4114,union_based,mysql,1.00
4115,time_blind,postgresql,1.00
4116,time_blind,mysql,1.00
4117,error_based,oracle,1.00
4118,union_based,generic,1.00
4119,error_based,oracle,1.00
4120,error_based,oracle,1.00
4121,error_based,oracle,1.00
4122,boolean_blind,generic,0.85
4123,error_based,oracle,0.85
4124,error_based,oracle,1.00
4125,union_based,generic,1.00
4126,error_based,oracle,1.00
4127,union_based,mysql,0.85
4128,error_based,oracle,1.00
4129,error_based,oracle,1.00
4130,error_based,mysql,1.00
4131,boolean_blind,mysql,0.85
4132,boolean_blind,postgresql,1.00
4133,error_based,mysql,1.00
4134,error_based,oracle,1.00
4135,error_based,oracle,1.00
4136,boolean_blind,mysql,0.85
4137,union_based,generic,0.85
4138,boolean_blind,generic,0.70
4139,time_blind,mysql,1.00
4140,boolean_blind,generic,0.70
4141,time_blind,mssql,1.00
4142,time_blind,mssql,1.00
4143,time_blind,mysql,1.00
4144,error_based,oracle,1.00
4145,error_based,oracle,1.00
4146,boolean_blind,postgresql,0.85
4147,union_based,generic,0.85
4148,union_based,mysql,1.00
4149,boolean_blind,postgresql,1.00
4150,error_based,oracle,1.00
4151,boolean_blind,postgresql,0.85
4152,error_based,mssql,1.00
4153,boolean_blind,mysql,0.85
4154,error_based,oracle,1.00
4155,error_based,oracle,1.00
4156,time_blind,mysql,1.00
4157,time_blind,sqlite,1.00
4158,error_based,oracle,1.00
4159,boolean_blind,postgresql,0.85
4160,error_based,oracle,1.00
4161,error_based,oracle,0.85
4162,union_based,generic,1.00
4163,error_based,oracle,1.00
4164,error_based,oracle,1.00
4165,error_based,oracle,1.00
4166,error_based,oracle,1.00
4167,boolean_blind,generic,0.70
4168,error_based,mysql,1.00
4169,error_based,oracle,1.00
4170,boolean_blind,generic,0.70
4171,boolean_blind,postgresql,1.00
4172,error_based,oracle,1.00
4173,boolean_blind,generic,0.85
4174,error_based,oracle,1.00
4175,union_based,mysql,1.00
4176,error_based,oracle,1.00
4177,time_blind,postgresql,1.00
4178,boolean_blind,generic,0.85
4179,boolean_blind,postgresql,1.00
4180,boolean_blind,generic,0.70
4181,union_based,mysql,1.00
4182,error_based,oracle,1.00
4183,boolean_blind,generic,0.70
4184,boolean_blind,generic,0.70
4185,boolean_blind,postgresql,0.85
4186,boolean_blind,generic,0.70
4187,boolean_blind,generic,0.70
4188,error_based,mysql,0.85
4189,boolean_blind,postgresql,1.00
4190,boolean_blind,mysql,0.85
4191,error_based,oracle,1.00
4192,error_based,mysql,1.00
4193,error_based,oracle,1.00
4194,error_based,mysql,0.85
4195,boolean_blind,oracle,0.85
4196,union_based,mysql,1.00
4197,boolean_blind,postgresql,1.00
4198,error_based,oracle,1.00
4199,error_based,oracle,1.00
4200,error_based,oracle,1.00
