id,sqli_type,db_engine,confidence
4301,union_based,generic,1.00
4302,boolean_blind,mysql,0.85
4303,error_based,oracle,0.85
4304,time_blind,mysql,1.00
4305,boolean_blind,mysql,0.85
4306,boolean_blind,oracle,0.85
4307,error_based,oracle,0.85
4308,boolean_blind,generic,0.70
4309,error_based,oracle,0.85
4310,error_based,mysql,0.85
4311,boolean_blind,mysql,0.85
4312,error_based,mssql,0.85
4313,error_based,oracle,0.85
4314,error_based,oracle,0.85
4315,error_based,oracle,0.85
4316,union_based,mysql,1.00
4317,boolean_blind,mssql,0.85
4318,boolean_blind,generic,0.70
4319,time_blind,mysql,1.00
4320,error_based,mysql,1.00
4321,error_based,oracle,0.85
4322,union_based,generic,1.00
4323,boolean_blind,mysql,0.85
4324,time_blind,mysql,1.00
4325,union_based,generic,1.00
4326,error_based,oracle,0.85
4327,error_based,oracle,0.85
4328,boolean_blind,mysql,0.85
4329,boolean_blind,postgresql,0.85
4330,error_based,oracle,0.85
4331,boolean_blind,generic,0.70
4332,boolean_blind,postgresql,0.85
4333,boolean_blind,postgresql,0.85
4334,boolean_blind,oracle,0.85
4335,boolean_blind,generic,0.70
4336,boolean_blind,generic,0.70
4337,error_based,oracle,0.85
4338,error_based,oracle,0.85
4339,error_based,oracle,0.85
4340,time_blind,oracle,0.85
4341,boolean_blind,postgresql,0.85
4342,error_based,oracle,0.85
4343,boolean_blind,generic,0.70
4344,boolean_blind,postgresql,0.85
4345,boolean_blind,mysql,0.85
4346,boolean_blind,mysql,0.85
4347,error_based,oracle,0.85
4348,time_blind,mssql,0.85
4349,boolean_blind,generic,0.70
4350,boolean_blind,generic,0.70
4351,error_based,oracle,0.85
4352,error_based,oracle,0.85
4353,time_blind,mysql,1.00
4354,boolean_blind,generic,0.85
4355,time_blind,mssql,1.00
4356,boolean_blind,postgresql,0.85
4357,error_based,oracle,0.85
4358,boolean_blind,mysql,0.85
4359,boolean_blind,generic,0.70
4360,error_based,oracle,0.85
4361,union_based,generic,0.85
4362,error_based,oracle,0.85
4363,boolean_blind,generic,0.70
4364,error_based,oracle,0.85
4365,time_blind,mysql,1.00
4366,boolean_blind,mysql,0.85
4367,boolean_blind,generic,0.70
4368,error_based,oracle,0.85
4369,boolean_blind,generic,0.70
4370,boolean_blind,generic,0.70
4371,error_based,oracle,0.85
4372,error_based,oracle,0.85
4373,error_based,mssql,0.85
4374,boolean_blind,generic,0.70
4375,error_based,oracle,0.85
4376,error_based,mysql,0.85
4377,error_based,oracle,0.85
4378,boolean_blind,mysql,0.85
4379,error_based,oracle,0.85
4380,time_blind,mysql,1.00
4381,boolean_blind,postgresql,0.85
4382,boolean_blind,generic,0.70
4383,error_based,oracle,0.85
4384,boolean_blind,postgresql,0.85
4385,boolean_blind,generic,0.70
4386,time_blind,mysql,1.00
4387,boolean_blind,postgresql,0.85
4388,time_blind,mysql,1.00
4389,error_based,mysql,1.00
4390,error_based,oracle,0.85
4391,boolean_blind,generic,0.70
4392,error_based,oracle,0.85
4393,union_based,generic,1.00
4394,error_based,oracle,0.85
4395,error_based,mysql,0.85
4396,error_based,oracle,0.85
4397,boolean_blind,oracle,0.85
4398,boolean_blind,mysql,0.85
4399,union_based,mysql,1.00
4400,union_based,mysql,0.85
