id,sqli_type,db_engine,confidence
4201,boolean_blind,mysql,0.85
4202,error_based,oracle,1.00
4203,union_based,generic,1.00
4204,boolean_blind,mysql,1.00
4205,error_based,mysql,0.85
4206,boolean_blind,mssql,0.85
4207,error_based,oracle,1.00
4208,error_based,mysql,1.00
4209,time_blind,postgresql,1.00
4210,boolean_blind,generic,0.70
4211,time_blind,oracle,1.00
4212,time_blind,oracle,1.00
4213,error_based,postgresql,0.85
4214,boolean_blind,generic,0.70
4215,boolean_blind,mysql,1.00
4216,union_based,generic,1.00
4217,union_based,mysql,1.00
4218,union_based,mysql,1.00
4219,boolean_blind,oracle,0.85
4220,time_blind,postgresql,1.00
4221,error_based,oracle,1.00
4222,boolean_blind,generic,0.85
4223,error_based,oracle,1.00
4224,error_based,oracle,1.00
4225,time_blind,mysql,1.00
4226,error_based,mssql,1.00
4227,boolean_blind,mssql,0.85
4228,error_based,postgresql,0.85
4229,error_based,postgresql,0.85
4230,boolean_blind,mysql,0.85
4231,error_based,oracle,1.00
4232,error_based,mysql,1.00
4233,error_based,oracle,1.00
4234,error_based,oracle,1.00
4235,error_based,postgresql,0.85
4236,error_based,oracle,0.85
4237,error_based,oracle,1.00
4238,error_based,oracle,1.00
4239,boolean_blind,generic,0.70
4240,error_based,oracle,1.00
4241,boolean_blind,mysql,0.85
4242,boolean_blind,generic,0.70
4243,boolean_blind,generic,0.70
4244,error_based,oracle,0.85
4245,boolean_blind,generic,0.70
4246,error_based,oracle,1.00
4247,error_based,oracle,1.00
4248,union_based,mysql,1.00
4249,boolean_blind,mysql,0.85
4250,error_based,mysql,0.85
4251,error_based,oracle,1.00
4252,time_blind,generic,0.85
4253,boolean_blind,generic,0.70
4254,boolean_blind,mysql,0.85
4255,time_blind,generic,0.85
4256,union_based,generic,1.00
4257,time_blind,mysql,1.00
4258,boolean_blind,generic,0.70
4259,boolean_blind,oracle,1.00
4260,error_based,postgresql,0.85
4261,time_blind,mysql,0.85
4262,error_based,oracle,1.00
4263,error_based,oracle,1.00
4264,time_blind,oracle,1.00
4265,time_blind,generic,0.85
4266,time_blind,oracle,1.00
4267,error_based,mysql,0.85
4268,boolean_blind,generic,0.70
4269,time_blind,mysql,1.00
4270,boolean_blind,generic,0.70
4271,error_based,oracle,1.00
4272,error_based,oracle,1.00
4273,error_based,oracle,0.85
4274,error_based,oracle,1.00
4275,boolean_blind,mysql,0.85
4276,error_based,postgresql,0.85
4277,error_based,oracle,0.85
4278,error_based,oracle,1.00
4279,error_based,postgresql,0.85
4280,error_based,postgresql,0.85
4281,error_based,oracle,1.00
4282,union_based,generic,1.00
4283,boolean_blind,generic,0.70
4284,error_based,oracle,0.85
4285,boolean_blind,oracle,1.00
4286,error_based,oracle,1.00
4287,time_blind,mssql,1.00
4288,time_blind,mysql,1.00
4289,boolean_blind,generic,0.70
4290,union_based,generic,1.00
4291,error_based,mssql,1.00
4292,boolean_blind,mysql,0.85
4293,error_based,oracle,1.00
4294,error_based,oracle,1.00
4295,error_based,oracle,1.00
4296,error_based,oracle,1.00
4297,error_based,oracle,1.00
4298,error_based,mssql,1.00
4299,union_based,generic,1.00
4300,error_based,oracle,0.85
