row_index,payload_norm,label,sqli_type_hint
23130,SELECT * FROM kept WHERE ability BETWEEN '1996-07-01' AND '1996-07-31',0,
23131,"SELECT richID AS ID, influence AS rear FROM now",0,
23132,"SELECT richID AS ID, remain AS thumb FROM swimming",0,
23133,"SELECT street AS corner, business AS [beauty] FROM climb",0,
23134,"SELECT region, difference+ ', ' + mighty+ ' ' + ago+ ', ' + brain AS angle FROM identity",0,
23135,SELECT sea ( s ) FROM while INNER JOIN,0,
23136,"SELECT may,race,gather,square,automobile ( ( battle JOIN saved ON favorite.six = glass.colony ) INNER JOIN theyON Orders.milk = higher.homeID )",0,
23137,SELECT thumb ( s ) FROM complex LEFT JOIN,0,
23138,"SELECT careful,within,is FROM morning LEFT JOIN Orders ON atom.coachID = guard.whatever ORDER BY would.under",0,
23139,SELECT shine ( s FROM can RIGHT JOIN,0,
23140,"SELECT Orders.windowrID, Employees.none, Employees.believed FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.freeID ORDER BY Orders.courageID",0,
23141,SELECT behavior ( s ) FROM enjoy FULL OUTER JOIN,0,
23142,"SELECT column_name ( s ) FROM father,wide",0,
23143,SELECT factory ( s ) FROM cell UNION,0,
23144,SELECT anywhere ( s ) FROM youth SELECT got ( s ),0,
23145,SELECT doing ( s ) FROM general UNION ALL,0,
23146,SELECT situation ( s ) FROM introduced SELECT fire FROM refer,0,
23147,SELECT review FROM told UNION SELECT sand FROM studying ORDER BY single,0,
23148,SELECT creature FROM pole UNION ALL SELECT involved FROM slip ORDER BY want,0,
23149,"SELECT log,front FROM night WHERE thirty = 'unhappy' UNION SELECT oldest, particles FROM stepped",0,
23150,"SELECT COUNT ( police ) , official FROM won BY bring",0,
23151,"SELECT Employees.youth, COUNT ( Orders.doubtID ) AS wouldFROM ( OrdersINNER JOIN longer ON Orders.everythingID = Employees.orID )",0,
23152,SELECT * FROM someone FETCH FIRST 50 PERCENT ROWS ONLY,0,
23153,SELECT invented,0,
23154,SELECT * FROM scientific,0,
23155,SELECT object FROM important,0,
23156,SELECT DISTINCT mouth FROM cloud,0,
23157,SELECT COUNT ( DISTINCT last ) FROM simple,0,
23158,SELECT Count ( * ) AS movement,0,
23159,FROM ( SELECT DISTINCT storm FROM south ),0,
