row_index,payload_norm,label,sqli_type_hint,sqli_type,db_engine,confidence,reasoning,label_source
18660,SELECT * FROM Customers WHERE CustomerName LIKE 'a%';,0,,boolean_blind,generic,0.95,LIKE ' detected — boolean_blind injection (priority 8) on generic,rule-based
18661,SELECT * FROM Customers WHERE CustomerName LIKE '%a';,0,,boolean_blind,generic,0.95,LIKE ' detected — boolean_blind injection (priority 8) on generic,rule-based
18662,SELECT * FROM Customers WHERE CustomerName LIKE '%or%';,0,,boolean_blind,generic,0.95,LIKE ' detected — boolean_blind injection (priority 8) on generic,rule-based
18663,SELECT * FROM Customers WHERE CustomerName LIKE '_r%';,0,,boolean_blind,generic,0.95,LIKE ' detected — boolean_blind injection (priority 8) on generic,rule-based
18664,SELECT * FROM Customers WHERE CustomerName LIKE 'a__%';,0,,boolean_blind,generic,0.95,LIKE ' detected — boolean_blind injection (priority 8) on generic,rule-based
18665,SELECT * FROM Customers WHERE ContactName LIKE 'a%o';,0,,boolean_blind,generic,0.95,LIKE ' detected — boolean_blind injection (priority 8) on generic,rule-based
18666,SELECT * FROM Customers WHERE CustomerName NOT LIKE 'a%';,0,,boolean_blind,generic,0.95,LIKE ' detected — boolean_blind injection (priority 8) on generic,rule-based
18667,SELECT * FROM Customers WHERE City LIKE 'ber%';,0,,boolean_blind,generic,0.95,LIKE ' detected — boolean_blind injection (priority 8) on generic,rule-based
18668,SELECT * FROM Customers WHERE City LIKE '%es%';,0,,boolean_blind,generic,0.95,LIKE ' detected — boolean_blind injection (priority 8) on generic,rule-based
18669,SELECT * FROM Customers WHERE City LIKE '_ondon';,0,,boolean_blind,generic,0.95,LIKE ' detected — boolean_blind injection (priority 8) on generic,rule-based
18670,SELECT * FROM Customers WHERE City LIKE 'L_n_on';,0,,boolean_blind,generic,0.95,LIKE ' detected — boolean_blind injection (priority 8) on generic,rule-based
18671,SELECT * FROM Customers WHERE City LIKE '[bsp]%';,0,,boolean_blind,generic,0.95,LIKE ' detected — boolean_blind injection (priority 8) on generic,rule-based
18672,SELECT * FROM Customers WHERE City LIKE '[a-c]%';,0,,boolean_blind,generic,0.95,LIKE ' detected — boolean_blind injection (priority 8) on generic,rule-based
18673,SELECT * FROM Customers WHERE City LIKE '[!bsp]%';,0,,boolean_blind,generic,0.95,LIKE ' detected — boolean_blind injection (priority 8) on generic,rule-based
18674,SELECT * FROM Customers WHERE City NOT LIKE '[bsp]%';,0,,boolean_blind,generic,0.95,LIKE ' detected — boolean_blind injection (priority 8) on generic,rule-based
18675,"SELECT column_name FROM table_name WHERE column_name IN ( value1 , value2 , ... ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
18676,SELECT column_name FROM table_name WHERE column_name IN (,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
18677,SELECT STATEMENT ) ;,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
18678,"SELECT * FROM Customers WHERE Country IN ( 'Germany', 'France', 'UK' ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
18679,"SELECT * FROM Customers WHERE Country NOT IN ( 'Germany', 'France', 'UK' ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
18680,SELECT * FROM Customers,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
18681,WHERE Country IN ( SELECT Country FROM Suppliers ) ;,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
18682,SELECT column_name FROM table_name WHERE column_name BETWEEN value1 AND value2;,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
18683,SELECT * FROM Products WHERE Price BETWEEN 10 AND 20;,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
18684,SELECT * FROM Products WHERE Price NOT BETWEEN 10 AND 20;,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
18685,"SELECT * FROM Products WHERE Price BETWEEN 10 AND 20 AND CategoryID NOT IN ( 1,2,3 ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
18686,SELECT * FROM Products WHERE ProductName BETWEEN 'Carnarvon Tigers' AND 'Mozzarella di Giovanni' ORDER BY ProductName;,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
18687,"SELECT * FROM Products WHERE ProductName BETWEEN ""Carnarvon Tigers"" AND ""Chef Anton's Cajun Seasoning"" ORDER BY ProductName;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
18688,SELECT * FROM Products WHERE ProductName NOT BETWEEN 'Carnarvon Tigers' AND 'Mozzarella di Giovanni' ORDER BY ProductName;,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
18689,SELECT * FROM Orders WHERE OrderDate BETWEEN #07/01/1996# AND #07/31/1996#;,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
