row_index,payload_norm,label,sqli_type_hint,sqli_type,db_engine,confidence,reasoning,label_source
29040,SELECT continent ( s ) FROM him SELECT grain ( s ),0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29041,SELECT limited ( s ) FROM found UNION ALL,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29042,SELECT shout ( s ) FROM standard SELECT toward FROM habit,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29043,SELECT movement FROM fuel UNION SELECT boat FROM wool ORDER BY positive,0,,union_based,generic,0.95,UNION SELECT detected — union_based injection (priority 7) on generic,rule-based
29044,SELECT wrong FROM than UNION ALL SELECT steam FROM send ORDER BY porch,0,,union_based,generic,0.95,"UNION ALL SELECT, UNION ALL SELECT detected — union_based injection (priority 7) on generic",rule-based
29045,"SELECT fed,kill FROM flew WHERE wing = 'pile' UNION SELECT larger, fireplace FROM dry",0,,union_based,generic,0.95,UNION SELECT detected — union_based injection (priority 7) on generic,rule-based
29046,"SELECT COUNT ( famous ) , sentence FROM explain BY shallow",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29047,"SELECT Employees.pound, COUNT ( Orders.carryID ) AS produceFROM ( OrdersINNER JOIN whatever ON Orders.hurtID = Employees.asID )",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29048,SELECT * FROM mouth FETCH FIRST 50 PERCENT ROWS ONLY,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29049,SELECT brick,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29050,SELECT * FROM movie,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29051,SELECT opposite FROM various,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29052,SELECT DISTINCT baby FROM tin,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29053,SELECT COUNT ( DISTINCT final ) FROM fifty,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29054,SELECT Count ( * ) AS exactly,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29055,FROM ( SELECT DISTINCT sit FROM create ),0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29056,SELECT * FROM former,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29057,SELECT * FROM rubber WHERE twenty = 'wheat',0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29058,SELECT * FROM me WHERE affect = 'percent',0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29059,SELECT * FROM put WHERE yet = exchange,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29060,SELECT * FROM enemy WHERE torn = 'village' AND City = 'safety',0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29061,SELECT * FROM fix WHERE include = 'environment' OR industrial = 'wise',0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29062,SELECT * FROM smile WHERE finally = 'generally' OR engineer = 'adventure',0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29063,SELECT * FROM major WHERE NOT consider = 'as',0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29064,SELECT * FROM flow WHERE though = 'various' AND ( difficult = 'began' OR greatest = 'sentence' ),0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29065,SELECT * FROM monkey WHERE NOT total = 'excellent' AND NOT hundred = 'actual',0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29066,SELECT * FROM birth ORDER BY plural,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29067,SELECT * FROM common ORDER BY should DESC,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29068,"SELECT * FROM average ORDER BY sure, find",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
29069,"SELECT * FROM already ORDER BY hospital ASC, gone DESC",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
