row_index,payload_norm,label,sqli_type_hint,sqli_type,db_engine,confidence,reasoning,label_source
19020,SELECT LOCALTIME ( ) + 1;,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19021,SELECT LOCALTIMESTAMP ( ) ;,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19022,SELECT LOCALTIMESTAMP ( ) + 1;,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19023,"SELECT MAKEDATE ( 2017, 3 ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19024,"SELECT MAKEDATE ( 2017, 175 ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19025,"SELECT MAKEDATE ( 2017, 100 ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19026,"SELECT MAKEDATE ( 2017, 366 ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19027,"SELECT MAKETIME ( 11, 35, 4 ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19028,"SELECT MAKETIME ( 16, 1, 0 ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19029,"SELECT MAKETIME ( 21, 59, 59 ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19030,"SELECT MAKETIME ( 838, 59, 59 ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19031,"SELECT MICROSECOND ( ""2017-06-20 09:34:00.000023"" ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19032,"SELECT MICROSECOND ( ""23:59:59.000045"" ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19033,"SELECT MINUTE ( ""2017-06-20 09:34:00"" ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19034,"SELECT MINUTE ( ""23:59:59"" ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19035,"SELECT MONTH ( ""2017-06-15"" ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19036,"SELECT MONTH ( ""2017-06-15 09:34:21"" ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19037,SELECT MONTH ( CURDATE ( ) ) ;,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19038,"SELECT MONTHNAME ( ""2017-06-15"" ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19039,"SELECT MONTHNAME ( ""2017-06-15 09:34:21"" ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19040,SELECT MONTHNAME ( CURDATE ( ) ) ;,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19041,SELECT NOW ( ) ;,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19042,SELECT NOW ( ) + 1;,0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19043,"SELECT PERIOD_ADD ( 201703, 5 ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19044,"SELECT PERIOD_ADD ( 201703, 15 ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19045,"SELECT PERIOD_ADD ( 201703, -2 ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19046,"SELECT PERIOD_DIFF ( 201710, 201703 ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19047,"SELECT PERIOD_DIFF ( 201703, 201803 ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19048,"SELECT PERIOD_DIFF ( 1703, 1612 ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
19049,"SELECT QUARTER ( ""2017-06-15"" ) ;",0,,benign,generic,0.8,No attack signals detected in payload,rule-based
