payload,sqli_type,db_engine,evasion_tech,confidence,classification_method,source,context
"insert into mysql.user ( user, host, password ) values ( 'name', 'localhost', password ( 'pass123' ) )",second_order,unknown,,0.8,rule,sqliv5_csv,insert
"INSERT INTO `wp_options` ( `option_name`, `option_value`, `autoload` ) VALUES ( '_transient_doing_cron', '1630907689.8412559032440185546875', 'yes' ) ON DUPLICATE KEY UPDATE `option_name` = VALUES ( `option_name` ) , `option_value` = VALUES ( `option_value` ) , `autoload` = VALUES ( `autoload` )",second_order,unknown,,0.8,rule,sqliv3_csv,insert
"INSERT INTO Customers ( CustomerName, ContactName, Address, City, PostalCode, Country ) VALUES ( 'Cardinal', 'Tom B. Erichsen', 'Skagen 21', 'Stavanger', '4006', 'Norway' ) ;",second_order,unknown,,0.8,rule,sqliv3_csv,insert
"INSERT INTO Customers ( CustomerName, City, Country ) VALUES ( 'Cardinal', 'Stavanger', 'Norway' ) ;",second_order,unknown,,0.8,rule,sqliv3_csv,insert
"UPDATE Customers SET ContactName = 'Alfred Schmidt', City = 'Frankfurt' WHERE CustomerID = 1;",second_order,unknown,,0.8,rule,sqliv3_csv,update
UPDATE Customers SET ContactName = 'Juan'WHERE Country = 'Mexico',second_order,unknown,,0.8,rule,sqliv3_csv,update
"INSERT INTO motor ( gasoline, something, single, because, below, announced ) VALUES ( 'gather', 'produce'. fight', 'chart', 'plate', 'meat', 'nose' )",second_order,unknown,,0.8,rule,sqliv3_csv,insert
"INSERT INTO began ( main, break, continued ) VALUES ( 'accident', 'nation', 'fireplace' )",second_order,unknown,,0.8,rule,sqliv3_csv,insert
"UPDATE fact SET is = 'proud', City = 'thin' WHERE provide = dried",second_order,unknown,,0.8,rule,sqliv3_csv,update
UPDATE seems SET some = 'flag'WHERE son = 'distant',second_order,unknown,,0.8,rule,sqliv3_csv,update
"INSERT INTO nobody ( trade, happen, amount, usual, interest, pony ) VALUES ( 'supply', 'folks'. lonely', 'moving', 'contain', 'weight', 'opinion' )",second_order,unknown,,0.8,rule,sqliv3_csv,insert
"INSERT INTO shelter ( third, disease, dance ) VALUES ( 'cause', 'wrote', 'eight' )",second_order,unknown,,0.8,rule,sqliv3_csv,insert
"UPDATE putting SET charge = 'went', City = 'dozen' WHERE signal = rate",second_order,unknown,,0.8,rule,sqliv3_csv,update
UPDATE practical SET hang = 'fellow'WHERE carried = 'mark',second_order,unknown,,0.8,rule,sqliv3_csv,update
"INSERT INTO open ( recent, somehow, forth, fighting, roll, missing ) VALUES ( 'age', 'pool'. success', 'waste', 'tip', 'satisfied', 'morning' )",second_order,unknown,,0.8,rule,sqliv3_csv,insert
"INSERT INTO seldom ( tomorrow, nearly, scientific ) VALUES ( 'grew', 'vegetable', 'tongue' )",second_order,unknown,,0.8,rule,sqliv3_csv,insert
"UPDATE slave SET ride = 'lips', City = 'give' WHERE pilot = cow",second_order,unknown,,0.8,rule,sqliv3_csv,update
UPDATE express SET several = 'young'WHERE route = 'paper',second_order,unknown,,0.8,rule,sqliv3_csv,update
"INSERT INTO parts ( shake, mouse, crew, birthday, surrounded, bark ) VALUES ( 'length', 'enemy'. kept', 'truth', 'smoke', 'could', 'about' )",second_order,unknown,,0.8,rule,sqliv3_csv,insert
"INSERT INTO silly ( respect, receive, circle ) VALUES ( 'nodded', 'statement', 'beauty' )",second_order,unknown,,0.8,rule,sqliv3_csv,insert
