row_index,payload_norm,label,sqli_type_hint
27720,SELECT TOP 3 * FROM wooden SELECT * FROM moving 3SELECT * FROM wonderful,0,
27721,SELECT * FROM modern 3 SELECT * FROM post,0,
27722,SELECT * FROM his FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM needle,0,
27723,SELECT TOP 50 PERCENT * FROM tin SELECT * FROM here FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM result,0,
27724,SELECT * FROM essential FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM horse,0,
27725,SELECT TOP 3 * FROM globe WHERE slight = 'early' SELECT * FROM shadow,0,
27726,SELECT * FROM choose WHERE straw = 'wire' LIMIT 3,0,
27727,SELECT * FROM built WHERE plural = 'death' FETCH FIRST 3 ROWS ONLY,0,
27728,SELECT AVG ( rain ) FROM found,0,
27729,SELECT * FROM bus WHERE question NOT LIKE '[having]%',0,
27730,SELECT AVG ( system ) FROM fix SELECT SUM ( dull ),0,
27731,SELECT AVG ( shown ) FROM attack SELECT SUM ( change ),0,
27732,SELECT AVG ( rubber ) FROM prize SELECT SUM ( court ),0,
27733,SELECT COUNT ( grabbed ) FROM origin,0,
27734,SELECT COUNT ( sea ) FROM fly,0,
27735,SELECT AVG ( military ) FROM entirely,0,
27736,SELECT * FROM tide WHERE see NOT LIKE 'for%',0,
27737,SELECT * FROM were WHERE solve LIKE '�t%',0,
27738,SELECT * FROM book WHERE house NOT LIKE '[bean]%',0,
27739,"SELECT * FROM replace WHERE subject IN ( 'managed', 'past', 'name' )",0,
27740,"SELECT * FROM stood WHERE running NOT IN ( 'important', 'final', 'bridge' )",0,
27741,SELECT * FROM shake WHERE ahead IN ( SELECT expect FROM object ),0,
27742,SELECT * FROM writer WHERE lying BETWEEN 10 AND 20,0,
27743,SELECT * FROM tone WHERE Price NOT BETWEEN 10 AND 20,0,
27744,SELECT * FROM thrown WHERE advice BETWEEN 'chest' AND 'uncle',0,
27745,"SELECT * FROM all WHERE poor BETWEEN ""sheet"" AND ""telephone""",0,
27746,SELECT * FROM example WHERE castle NOT BETWEEN 'silly' AND 'addition',0,
27747,SELECT * FROM went WHERE slow BETWEEN aware09/01/1996exist AND route15/31/1996smaller,0,
27748,SELECT * FROM happened WHERE carefully BETWEEN '1996-07-01' AND '1996-07-31',0,
27749,SELECT AVG ( long ) FROM danger SELECT SUM ( safe ),0,
