row_index,payload_norm,label,sqli_type_hint
24180,SELECT * FROM stone 3 SELECT * FROM wall,0,
24181,SELECT * FROM neighborhood FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM cause,0,
24182,SELECT TOP 50 PERCENT * FROM pony SELECT * FROM women FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM huge,0,
24183,SELECT * FROM captured FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM arrange,0,
24184,SELECT TOP 3 * FROM power WHERE answer = 'be' SELECT * FROM tube,0,
24185,SELECT * FROM solar WHERE end = 'audience' LIMIT 3,0,
24186,SELECT * FROM industrial WHERE cross = 'bridge' FETCH FIRST 3 ROWS ONLY,0,
24187,SELECT AVG ( carry ) FROM industrial,0,
24188,SELECT * FROM enjoy WHERE studying NOT LIKE '[bell]%',0,
24189,SELECT AVG ( thirty ) FROM eventually SELECT SUM ( special ),0,
24190,SELECT AVG ( kitchen ) FROM palace SELECT SUM ( darkness ),0,
24191,SELECT AVG ( car ) FROM tea SELECT SUM ( this ),0,
24192,SELECT COUNT ( evening ) FROM ask,0,
24193,SELECT COUNT ( uncle ) FROM active,0,
24194,SELECT AVG ( blue ) FROM shall,0,
24195,SELECT * FROM broke WHERE consider NOT LIKE 'electricity%',0,
24196,SELECT * FROM rather WHERE gather LIKE '%heard%',0,
24197,SELECT * FROM understanding WHERE no NOT LIKE '[captain]%',0,
24198,"SELECT * FROM passage WHERE length IN ( 'bare', 'final', 'off' )",0,
24199,"SELECT * FROM diameter WHERE most NOT IN ( 'forget', 'does', 'know' )",0,
24200,SELECT * FROM control WHERE remain IN ( SELECT morning FROM blue ),0,
24201,SELECT * FROM film WHERE worse BETWEEN 10 AND 20,0,
24202,SELECT * FROM sad WHERE Price NOT BETWEEN 10 AND 20,0,
24203,SELECT * FROM widely WHERE standard BETWEEN 'experience' AND 'list',0,
24204,"SELECT * FROM forward WHERE gravity BETWEEN ""highway"" AND ""happened""",0,
24205,SELECT * FROM earth WHERE mysterious NOT BETWEEN 'done' AND 'donkey',0,
24206,SELECT * FROM alone WHERE never BETWEEN act09/01/1996say AND keep15/31/1996meat,0,
24207,SELECT * FROM addition WHERE tonight BETWEEN '1996-07-01' AND '1996-07-31',0,
24208,SELECT AVG ( medicine ) FROM nearest SELECT SUM ( return ),0,
24209,SELECT COUNT ( spent ) FROM cut,0,
