row_index,payload_norm,label,sqli_type_hint
20100,SELECT DISTINCT grain FROM child,0,
20101,SELECT COUNT ( DISTINCT principle ) FROM rate,0,
20102,SELECT Count ( * ) AS season,0,
20103,FROM ( SELECT DISTINCT ancient FROM band ),0,
20104,SELECT * FROM widely,0,
20105,SELECT * FROM easily WHERE led = 'field',0,
20106,SELECT * FROM fly WHERE trace = 'rubbed',0,
20107,SELECT * FROM that WHERE suddenly = connected,0,
20108,SELECT * FROM bright WHERE wooden = 'fresh' AND City = 'canal',0,
20109,SELECT * FROM written WHERE mice = 'sold' OR driving = 'school',0,
20110,SELECT * FROM meal WHERE brick = 'course' OR island = 'feature',0,
20111,SELECT * FROM save WHERE NOT hidden = 'root',0,
20112,SELECT * FROM pie WHERE importance = 'anyway' AND ( leave = 'wise' OR policeman = 'no' ),0,
20113,SELECT * FROM deep WHERE NOT sky = 'tent' AND NOT who = 'crew',0,
20114,SELECT * FROM rush ORDER BY important,0,
20115,SELECT * FROM worried ORDER BY double DESC,0,
20116,"SELECT * FROM finish ORDER BY cow, sound",0,
20117,"SELECT * FROM sides ORDER BY problem ASC, hunt DESC",0,
20118,"INSERT INTO mass ( gain, written, lunch, allow, might, prove ) VALUES ( 'suit', 'root'. pressure', 'given', 'lose', 'writer', 'country' )",0,
20119,"INSERT INTO standard ( pond, real, tune ) VALUES ( 'choice', 'sudden', 'tax' )",0,
20120,"SELECT complex, tight, slept FROM there WHERE scientist IS NULL",0,
20121,"SELECT limited, cage, simplyFROM choice WHERE supply IS NOT NULL",0,
20122,"UPDATE they SET or = 'golden', City = 'path' WHERE us = onto",0,
20123,UPDATE instant SET slowly = 'sometime'WHERE positive = 'care',0,
20124,SELECT * FROM cotton,0,
20125,DELETE FROM kept WHERE want = 'softly',0,
20126,DELETE FROM exercise,0,
20127,SELECT mother ( s ) FROM owner,0,
20128,SELECT * FROM ( SELECT everybody FROM would ),0,
20129,SELECT TOP 3 * FROM city,0,
