payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,id,a_type,a_db,a_signals,c_type,c_db,c_signals,payload_inner
SELECT sea ( s FROM consider RIGHT JOIN,benign,generic,1.0,Invalid SQL syntax - not an attack,KEEP,,benign,generic,10200,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT sea ( s FROM consider RIGHT JOIN
"SELECT Orders.zerorID, Employees.as, Employees.fireplace FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.solidID ORDER BY Orders.structureID",benign,generic,1.0,Normal SELECT with RIGHT JOIN,KEEP,,benign,generic,10201,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,"SELECT Orders.zerorID, Employees.as, Employees.fireplace FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.solidID ORDER BY Orders.structureID"
SELECT human ( s ) FROM sheet FULL OUTER JOIN,benign,generic,1.0,Normal SELECT function call,KEEP,,benign,generic,10202,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT human ( s ) FROM sheet FULL OUTER JOIN
"SELECT column_name ( s ) FROM individual,moon",benign,generic,1.0,Invalid SQL syntax - not an attack,KEEP,,benign,generic,10203,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,"SELECT column_name ( s ) FROM individual,moon"
SELECT weather ( s ) FROM out SELECT am ( s ),benign,generic,1.0,Invalid SQL syntax - not an attack,KEEP,,benign,generic,10204,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT weather ( s ) FROM out SELECT am ( s )
SELECT thumb ( s ) FROM children SELECT who FROM salt,benign,generic,1.0,Invalid SQL syntax - not an attack,KEEP,,benign,generic,10205,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT thumb ( s ) FROM children SELECT who FROM salt
"SELECT COUNT ( select ) , easy FROM satellites BY gray",benign,generic,1.0,Invalid SQL syntax - not an attack,KEEP,,benign,generic,10206,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,"SELECT COUNT ( select ) , easy FROM satellites BY gray"
"SELECT Employees.minute, COUNT ( Orders.statementID ) AS telephoneFROM ( OrdersINNER JOIN wash ON Orders.hitID = Employees.comeID )",benign,generic,1.0,Invalid SQL syntax - not an attack,KEEP,,benign,generic,10207,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,"SELECT Employees.minute, COUNT ( Orders.statementID ) AS telephoneFROM ( OrdersINNER JOIN wash ON Orders.hitID = Employees.comeID )"
SELECT * FROM stone FETCH FIRST 50 PERCENT ROWS ONLY,benign,generic,1.0,Normal SELECT with FETCH FIRST,KEEP,,benign,generic,10208,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM stone FETCH FIRST 50 PERCENT ROWS ONLY
SELECT * FROM handle,benign,generic,1.0,Normal SELECT all rows,KEEP,,benign,generic,10209,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM handle
SELECT facing FROM when,benign,generic,1.0,Invalid SQL - not a valid statement,KEEP,,benign,generic,10210,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT facing FROM when
SELECT DISTINCT children FROM were,benign,generic,1.0,Normal SELECT DISTINCT,KEEP,,benign,generic,10211,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT DISTINCT children FROM were
SELECT COUNT ( DISTINCT sport ) FROM full,benign,generic,1.0,Normal SELECT COUNT DISTINCT,KEEP,,benign,generic,10212,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT COUNT ( DISTINCT sport ) FROM full
FROM ( SELECT DISTINCT twice FROM larger ),benign,generic,1.0,Invalid SQL syntax - not an attack,KEEP,,benign,generic,10213,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,FROM ( SELECT DISTINCT twice FROM larger )
SELECT * FROM spirit,benign,generic,1.0,Normal SELECT all rows,KEEP,,benign,generic,10214,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM spirit
SELECT * FROM pot WHERE attention = 'building',benign,generic,1.0,Normal SELECT with WHERE clause,KEEP,,benign,generic,10215,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM pot WHERE attention = 'building'
SELECT * FROM primitive WHERE equal = 'arrange',benign,generic,1.0,Normal SELECT with WHERE clause,KEEP,,benign,generic,10216,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM primitive WHERE equal = 'arrange'
SELECT * FROM dry WHERE attempt = function,benign,generic,1.0,Normal SELECT with WHERE clause,KEEP,,benign,generic,10217,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM dry WHERE attempt = function
