payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,id,a_type,a_db,a_signals,c_type,c_db,c_signals,payload_inner
5.53776E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31800,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,5.53776E+15
cornisamen!to,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31801,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,cornisamen!to
marbella,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31802,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,marbella
64522500w,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31803,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload),64522500w
tajamar,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31804,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,tajamar
luesia,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31805,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,luesia
"torre de esteban hambrn, la",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31806,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,"torre de esteban hambrn, la"
goudon,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31807,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,goudon
perales salmern,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31808,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,perales salmern
akca@muevetuweb.pa,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31809,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,akca@muevetuweb.pa
9.8156E+14,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31810,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,9.8156E+14
"cami sant cugat al papiol 59,",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31811,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,"cami sant cugat al papiol 59,"
27340064x,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31812,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload),27340064x
.32l6152v0o,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31813,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,.32l6152v0o
moriyama,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31814,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,moriyama
"moreno lopez, 55, 9-e",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31815,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,"moreno lopez, 55, 9-e"
5.20367E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31816,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,5.20367E+15
"alcalde esteban minguez, 169, 12?b",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31817,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,"alcalde esteban minguez, 169, 12?b"
6g369zar41,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31818,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,6g369zar41
noami,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31819,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,noami
9ot87ico,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31820,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,9ot87ico
c/ linajes 178 9?f,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31821,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,c/ linajes 178 9?f
eyre9@ringringcargo.tn,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31822,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,eyre9@ringringcargo.tn
8.52064E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31823,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,8.52064E+15
stratten,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,31824,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,stratten
