payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,id,a_type,a_db,a_signals,c_type,c_db,c_signals,payload_inner
pl. heroes de espaa 20 11?g,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26800,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,pl. heroes de espaa 20 11?g
ductilidad,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26801,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,ductilidad
campe6n,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26802,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,campe6n
rattanap,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26803,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,rattanap
garabana belart,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26804,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,garabana belart
jagdish,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26805,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,jagdish
06363808f,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26806,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload),06363808f
9.5286E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26807,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,9.5286E+15
valdebenito garabana,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26808,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,valdebenito garabana
hwei-lin,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26809,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,hwei-lin
mcavoy-zabczynski@discotecateatre.gt,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26810,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,mcavoy-zabczynski@discotecateatre.gt
atolera,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26811,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,atolera
alexiana,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26812,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,alexiana
lnguida/longida,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26813,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,lnguida/longida
matacandelas,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26814,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,matacandelas
"azorin, 167",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26815,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,"azorin, 167"
57584234p,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26816,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload),57584234p
natala,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26817,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,natala
pap@evelin.com.ly,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26818,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,pap@evelin.com.ly
paisaje,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26819,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,paisaje
0utaperc09,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26820,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,0utaperc09
c/ san antonio 65 12?a,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26821,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,c/ san antonio 65 12?a
40984940k,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26822,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload),40984940k
tamer,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26823,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,tamer
santa eulalia de oscos,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26824,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,santa eulalia de oscos
solana de los barros,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26825,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,solana de los barros
yecla,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26826,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,yecla
kaempfe amilibia,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26827,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,kaempfe amilibia
garroch_ista,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26828,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,garroch_ista
"calle monte miramar, s/n",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26829,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,"calle monte miramar, s/n"
quebrador,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26830,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,quebrador
gabbai,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26831,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,gabbai
backes@kimkardashian.com.lk,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26832,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,backes@kimkardashian.com.lk
laws cabezon,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26833,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,laws cabezon
maximinio,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26834,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,maximinio
tejeda,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26835,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,tejeda
a24a70re8a,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26836,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,a24a70re8a
sant aniol de finestres,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26837,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,sant aniol de finestres
17889538t,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26838,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload),17889538t
samieian7,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26839,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,samieian7
santamarina,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26840,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,santamarina
"plza. salamanca 39,",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26841,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,"plza. salamanca 39,"
94lp90ulo,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26842,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,94lp90ulo
adolfo,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26843,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,adolfo
5.17668E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26844,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,5.17668E+15
menelao,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26845,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,menelao
00903443a,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26846,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload),00903443a
lores bigas,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26847,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,lores bigas
nadav6,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26848,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,nadav6
"calle vizcaya, 101 10?f",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26849,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,"calle vizcaya, 101 10?f"
17621392b,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,26850,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload),17621392b
