payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,id,a_type,a_db,a_signals,c_type,c_db,c_signals,payload_inner
SELECT MIN ( wooden ) AS sight FROM valuable,benign,generic,1.0,Normal SQL SELECT MIN,KEEP,,benign,generic,10400,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT MIN ( wooden ) AS sight FROM valuable
SELECT * FROM ( SELECT locate FROM root ),benign,generic,1.0,Normal SQL SELECT subquery,KEEP,,benign,generic,10401,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM ( SELECT locate FROM root )
SELECT TOP 3 * FROM sharp SELECT * FROM quarter 3SELECT * FROM football,benign,generic,1.0,Normal SQL multiple queries,KEEP,,benign,generic,10402,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT TOP 3 * FROM sharp SELECT * FROM quarter 3SELECT * FROM football
SELECT * FROM least 3 SELECT * FROM love,benign,generic,1.0,Normal SQL syntax errors,KEEP,,benign,generic,10403,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM least 3 SELECT * FROM love
SELECT * FROM successful FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM capital,benign,generic,1.0,Normal SQL multiple dialects mixed,KEEP,,benign,generic,10404,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM successful FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM capital
SELECT TOP 50 PERCENT * FROM hidden SELECT * FROM labor FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM pictured,benign,generic,1.0,Normal SQL mixed dialects,KEEP,,benign,generic,10405,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT TOP 50 PERCENT * FROM hidden SELECT * FROM labor FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM pictured
SELECT * FROM mill FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM power,benign,generic,1.0,Normal SQL mixed dialects,KEEP,,benign,generic,10406,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM mill FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM power
SELECT TOP 3 * FROM belong WHERE old = 'closer' SELECT * FROM him,benign,generic,1.0,Normal SQL SELECT TOP WHERE UNION,KEEP,,benign,generic,10407,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT TOP 3 * FROM belong WHERE old = 'closer' SELECT * FROM him
SELECT * FROM universe WHERE clothes = 'catch' LIMIT 3,benign,generic,1.0,Normal SQL SELECT LIMIT WHERE,KEEP,,benign,generic,10408,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM universe WHERE clothes = 'catch' LIMIT 3
SELECT * FROM branch WHERE result = 'window' FETCH FIRST 3 ROWS ONLY,benign,generic,1.0,Normal SQL SELECT FETCH WHERE,KEEP,,benign,generic,10409,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM branch WHERE result = 'window' FETCH FIRST 3 ROWS ONLY
