payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,id,a_type,a_db,a_signals,c_type,c_db,c_signals,payload_inner
"SELECT column_name ( s ) FROM women,outside",benign,generic,1.0,Normal SELECT with function and FROM,KEEP,,benign,generic,3800,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,"SELECT column_name ( s ) FROM women,outside"
SELECT industry ( s ) FROM policeman SELECT world ( s ),benign,generic,1.0,Normal SELECT with multiple functions,KEEP,,benign,generic,3801,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT industry ( s ) FROM policeman SELECT world ( s )
SELECT in ( s ) FROM missing SELECT deer FROM written,benign,generic,1.0,Normal SELECT with multiple functions,KEEP,,benign,generic,3802,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT in ( s ) FROM missing SELECT deer FROM written
"SELECT COUNT ( triangle ) , again FROM fruit BY large",benign,generic,1.0,Normal SELECT with aggregate and ORDER BY,KEEP,,benign,generic,3803,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,"SELECT COUNT ( triangle ) , again FROM fruit BY large"
"SELECT Employees.carbon, COUNT ( Orders.viewID ) AS dugFROM ( OrdersINNER JOIN constantly ON Orders.islandID = Employees.blockID )",benign,generic,1.0,Normal SELECT with aggregate and subquery JOIN,KEEP,,benign,generic,3804,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,"SELECT Employees.carbon, COUNT ( Orders.viewID ) AS dugFROM ( OrdersINNER JOIN constantly ON Orders.islandID = Employees.blockID )"
SELECT * FROM city FETCH FIRST 50 PERCENT ROWS ONLY,benign,generic,1.0,Normal SELECT with FETCH FIRST,KEEP,,benign,generic,3805,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM city FETCH FIRST 50 PERCENT ROWS ONLY
SELECT rush,benign,generic,1.0,Incomplete SELECT statement,KEEP,,benign,generic,3806,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT rush
SELECT * FROM began,benign,generic,1.0,Normal SELECT from table,KEEP,,benign,generic,3807,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM began
SELECT stream FROM sport,benign,generic,1.0,Normal SELECT from table,KEEP,,benign,generic,3808,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT stream FROM sport
SELECT DISTINCT poet FROM observe,benign,generic,1.0,Normal SELECT DISTINCT,KEEP,,benign,generic,3809,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT DISTINCT poet FROM observe
SELECT COUNT ( DISTINCT program ) FROM reason,benign,generic,1.0,Normal SELECT with COUNT DISTINCT,KEEP,,benign,generic,3810,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT COUNT ( DISTINCT program ) FROM reason
SELECT Count ( * ) AS fur,benign,generic,1.0,Normal SELECT with COUNT aggregate,KEEP,,benign,generic,3811,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT Count ( * ) AS fur
FROM ( SELECT DISTINCT building FROM win ),benign,generic,1.0,Incomplete SELECT with subquery,KEEP,,benign,generic,3812,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,FROM ( SELECT DISTINCT building FROM win )
SELECT * FROM special,benign,generic,1.0,Normal SELECT from table,KEEP,,benign,generic,3813,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM special
SELECT * FROM smooth WHERE lungs = 'gone',benign,generic,1.0,Normal SELECT with WHERE clause,KEEP,,benign,generic,3814,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM smooth WHERE lungs = 'gone'
SELECT * FROM chapter WHERE nothing = 'time',benign,generic,1.0,Normal SELECT with WHERE clause,KEEP,,benign,generic,3815,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM chapter WHERE nothing = 'time'
SELECT * FROM usually WHERE telephone = explore,benign,generic,1.0,Normal SELECT with WHERE clause,KEEP,,benign,generic,3816,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM usually WHERE telephone = explore
SELECT * FROM range WHERE indicate = 'discuss' AND City = 'made',benign,generic,1.0,Normal SELECT with multiple WHERE conditions,KEEP,,benign,generic,3817,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM range WHERE indicate = 'discuss' AND City = 'made'
SELECT * FROM straw WHERE hunt = 'deeply' OR fly = 'truth',benign,generic,1.0,Normal SELECT with OR condition,KEEP,,benign,generic,3818,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM straw WHERE hunt = 'deeply' OR fly = 'truth'
SELECT * FROM tried WHERE women = 'bag' OR play = 'jack',benign,generic,1.0,Normal SELECT with OR condition,KEEP,,benign,generic,3819,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM tried WHERE women = 'bag' OR play = 'jack'
SELECT * FROM whether WHERE NOT shout = 'instant',benign,generic,1.0,Normal SELECT with NOT operator,KEEP,,benign,generic,3820,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM whether WHERE NOT shout = 'instant'
SELECT * FROM whatever WHERE lesson = 'temperature' AND ( tried = 'fighting' OR chapter = 'good' ),benign,generic,1.0,Normal SELECT with AND and OR,KEEP,,benign,generic,3821,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM whatever WHERE lesson = 'temperature' AND ( tried = 'fighting' OR chapter = 'good' )
SELECT * FROM horse WHERE NOT piano = 'highway' AND NOT shop = 'dance',benign,generic,1.0,Normal SELECT with multiple NOT conditions,KEEP,,benign,generic,3822,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM horse WHERE NOT piano = 'highway' AND NOT shop = 'dance'
SELECT * FROM prove ORDER BY noun,benign,generic,1.0,Normal SELECT with ORDER BY,KEEP,,benign,generic,3823,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM prove ORDER BY noun
SELECT * FROM indeed ORDER BY regular DESC,benign,generic,1.0,Normal SELECT with ORDER BY DESC,KEEP,,benign,generic,3824,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM indeed ORDER BY regular DESC
"SELECT * FROM force ORDER BY powerful, art",benign,generic,1.0,Normal SELECT with ORDER BY multiple columns,KEEP,,benign,generic,3825,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,"SELECT * FROM force ORDER BY powerful, art"
"SELECT * FROM label ORDER BY natural ASC, wherever DESC",benign,generic,1.0,Normal SELECT with ORDER BY ASC DESC,KEEP,,benign,generic,3826,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,"SELECT * FROM label ORDER BY natural ASC, wherever DESC"
