payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,id,a_type,a_db,a_signals,c_type,c_db,c_signals,payload_inner
SELECT * FROM native FETCH FIRST 50 PERCENT ROWS ONLY,benign,generic,1.0,SELECT FETCH PERCENT is standard SQL - normal query,KEEP,,benign,generic,3000,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM native FETCH FIRST 50 PERCENT ROWS ONLY
SELECT TOP 3 * FROM source WHERE held = 'hard',benign,mssql,1.0,SELECT TOP with WHERE - MSSQL - normal query,KEEP,,benign,mssql,3001,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT TOP 3 * FROM source WHERE held = 'hard'
SELECT * FROM transportation WHERE raise = 'unusual' LIMIT 3,benign,mysql,1.0,SELECT with LIMIT - MySQL - normal query,KEEP,,benign,mysql,3002,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM transportation WHERE raise = 'unusual' LIMIT 3
SELECT * FROM amount WHERE but = 'greater' FETCH FIRST 3 ROWS ONLY,benign,generic,1.0,SELECT with FETCH FIRST - standard SQL normal query,KEEP,,benign,generic,3003,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM amount WHERE but = 'greater' FETCH FIRST 3 ROWS ONLY
SELECT MIN ( cent ) AS just FROM just,benign,generic,1.0,SELECT MIN with AS alias - normal SQL aggregate,KEEP,,benign,generic,3004,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT MIN ( cent ) AS just FROM just
SELECT MIN ( biggest ) AS mind FROM calm,benign,generic,1.0,SELECT MIN with AS alias - normal SQL aggregate,KEEP,,benign,generic,3005,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT MIN ( biggest ) AS mind FROM calm
SELECT * FROM ( SELECT attack FROM nearby ),benign,generic,1.0,SELECT with subquery - normal SQL query,KEEP,,benign,generic,3006,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM ( SELECT attack FROM nearby )
SELECT TOP 3 * FROM against SELECT * FROM game 3SELECT * FROM popular,benign,mssql,1.0,Multiple SELECT TOP - MSSQL - normal query,KEEP,,benign,mssql,3007,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT TOP 3 * FROM against SELECT * FROM game 3SELECT * FROM popular
SELECT * FROM being 3 SELECT * FROM closer,benign,generic,1.0,Multiple SELECT statements - normal SQL query,KEEP,,benign,generic,3008,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM being 3 SELECT * FROM closer
SELECT * FROM kill FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM smooth,benign,generic,1.0,Multiple SELECT with FETCH/TOP - normal query,KEEP,,benign,generic,3009,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM kill FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM smooth
