payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,id,a_type,a_db,a_signals,c_type,c_db,c_signals,payload_inner
SELECT TOP 3 * FROM whale,benign,generic,1.0,Normal SELECT TOP from MSSQL,KEEP,,benign,generic,5600,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT TOP 3 * FROM whale
SELECT * FROM night 3,benign,generic,1.0,Incomplete SELECT statement,KEEP,,benign,generic,5601,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM night 3
SELECT * FROM type FETCH FIRST 3 ROWS ONLY,benign,generic,1.0,Normal SELECT with FETCH FIRST,KEEP,,benign,generic,5602,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM type FETCH FIRST 3 ROWS ONLY
SELECT TOP 50 PERCENT * FROM thy,benign,generic,1.0,Normal SELECT TOP PERCENT from MSSQL,KEEP,,benign,generic,5603,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT TOP 50 PERCENT * FROM thy
SELECT * FROM town FETCH FIRST 50 PERCENT ROWS ONLY,benign,generic,1.0,Normal SELECT with FETCH FIRST,KEEP,,benign,generic,5604,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM town FETCH FIRST 50 PERCENT ROWS ONLY
SELECT TOP 3 * FROM hurried WHERE table = 'cow',benign,generic,1.0,Normal SELECT TOP with WHERE,KEEP,,benign,generic,5605,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT TOP 3 * FROM hurried WHERE table = 'cow'
SELECT * FROM list WHERE operation = 'search' LIMIT 3,benign,generic,1.0,Normal SELECT with LIMIT and WHERE,KEEP,,benign,generic,5606,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM list WHERE operation = 'search' LIMIT 3
SELECT * FROM peace WHERE outline = 'scared' FETCH FIRST 3 ROWS ONLY,benign,generic,1.0,Normal SELECT with FETCH FIRST and WHERE,KEEP,,benign,generic,5607,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM peace WHERE outline = 'scared' FETCH FIRST 3 ROWS ONLY
SELECT MIN ( symbol ) AS while FROM hurried,benign,generic,1.0,Normal SELECT with MIN aggregate,KEEP,,benign,generic,5608,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT MIN ( symbol ) AS while FROM hurried
SELECT MIN ( recent ) AS bring FROM sense,benign,generic,1.0,Normal SELECT with MIN aggregate,KEEP,,benign,generic,5609,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT MIN ( recent ) AS bring FROM sense
SELECT * FROM ( SELECT quiet FROM perfect ),benign,generic,1.0,Normal SELECT with subquery,KEEP,,benign,generic,5610,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM ( SELECT quiet FROM perfect )
SELECT TOP 3 * FROM heavy SELECT * FROM hide 3SELECT * FROM are,benign,generic,1.0,Malformed SELECT with multiple TOP and FETCH,KEEP,,benign,generic,5611,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT TOP 3 * FROM heavy SELECT * FROM hide 3SELECT * FROM are
SELECT * FROM simple 3 SELECT * FROM outer,benign,generic,1.0,Incomplete SELECT statement,KEEP,,benign,generic,5612,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM simple 3 SELECT * FROM outer
SELECT * FROM chart FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM should,benign,generic,1.0,Malformed SELECT with multiple clauses,KEEP,,benign,generic,5613,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM chart FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM should
SELECT TOP 50 PERCENT * FROM decide SELECT * FROM unhappy FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM about,benign,generic,1.0,Malformed SELECT with multiple TOP and FETCH,KEEP,,benign,generic,5614,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT TOP 50 PERCENT * FROM decide SELECT * FROM unhappy FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM about
SELECT * FROM daughter FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM younger,benign,generic,1.0,Malformed SELECT with multiple clauses,KEEP,,benign,generic,5615,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM daughter FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM younger
SELECT TOP 3 * FROM list WHERE build = 'pilot' SELECT * FROM native,benign,generic,1.0,Malformed SELECT with multiple SELECT,KEEP,,benign,generic,5616,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT TOP 3 * FROM list WHERE build = 'pilot' SELECT * FROM native
SELECT * FROM does WHERE four = 'understanding' LIMIT 3,benign,generic,1.0,Normal SELECT with LIMIT and WHERE,KEEP,,benign,generic,5617,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM does WHERE four = 'understanding' LIMIT 3
SELECT * FROM related WHERE older = 'per' FETCH FIRST 3 ROWS ONLY,benign,generic,1.0,Normal SELECT with FETCH FIRST and WHERE,KEEP,,benign,generic,5618,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM related WHERE older = 'per' FETCH FIRST 3 ROWS ONLY
SELECT AVG ( truck ) FROM space,benign,generic,1.0,Normal SELECT with AVG aggregate,KEEP,,benign,generic,5619,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT AVG ( truck ) FROM space
SELECT * FROM program WHERE tower NOT LIKE '[second]%',benign,generic,1.0,Normal SELECT with NOT LIKE pattern,KEEP,,benign,generic,5620,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM program WHERE tower NOT LIKE '[second]%'
SELECT AVG ( necessary ) FROM fat SELECT SUM ( appropriate ),benign,generic,1.0,Normal SELECT with AVG and SUM,KEEP,,benign,generic,5621,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT AVG ( necessary ) FROM fat SELECT SUM ( appropriate )
SELECT AVG ( whom ) FROM having SELECT SUM ( sweet ),benign,generic,1.0,Normal SELECT with AVG and SUM,KEEP,,benign,generic,5622,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT AVG ( whom ) FROM having SELECT SUM ( sweet )
SELECT AVG ( rocket ) FROM scientist SELECT SUM ( gently ),benign,generic,1.0,Normal SELECT with AVG and SUM,KEEP,,benign,generic,5623,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT AVG ( rocket ) FROM scientist SELECT SUM ( gently )
SELECT COUNT ( arrow ) FROM lunch,benign,generic,1.0,Normal SELECT with COUNT aggregate,KEEP,,benign,generic,5624,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT COUNT ( arrow ) FROM lunch
SELECT COUNT ( we ) FROM balance,benign,generic,1.0,Normal SELECT with COUNT aggregate,KEEP,,benign,generic,5625,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT COUNT ( we ) FROM balance
SELECT AVG ( drawn ) FROM port,benign,generic,1.0,Normal SELECT with AVG aggregate,KEEP,,benign,generic,5626,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT AVG ( drawn ) FROM port
SELECT * FROM hunt WHERE ruler NOT LIKE 'thirty%',benign,generic,1.0,Normal SELECT with NOT LIKE,KEEP,,benign,generic,5627,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM hunt WHERE ruler NOT LIKE 'thirty%'
SELECT * FROM return WHERE substance LIKE '%largest%',benign,generic,1.0,Normal SELECT with LIKE wildcard,KEEP,,benign,generic,5628,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM return WHERE substance LIKE '%largest%'
SELECT * FROM railroad WHERE pan NOT LIKE '[rays]%',benign,generic,1.0,Normal SELECT with NOT LIKE pattern,KEEP,,benign,generic,5629,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM railroad WHERE pan NOT LIKE '[rays]%'
"SELECT * FROM aid WHERE do IN ( 'machinery', 'written', 'label' )",benign,generic,1.0,Normal SELECT with IN clause,KEEP,,benign,generic,5630,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,"SELECT * FROM aid WHERE do IN ( 'machinery', 'written', 'label' )"
"SELECT * FROM halfway WHERE somehow NOT IN ( 'struck', 'handle', 'lot' )",benign,generic,1.0,Normal SELECT with NOT IN,KEEP,,benign,generic,5631,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,"SELECT * FROM halfway WHERE somehow NOT IN ( 'struck', 'handle', 'lot' )"
SELECT * FROM stranger WHERE cloth IN ( SELECT rule FROM money ),benign,generic,1.0,Normal SELECT with IN subquery,KEEP,,benign,generic,5632,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM stranger WHERE cloth IN ( SELECT rule FROM money )
SELECT * FROM statement WHERE worker BETWEEN 10 AND 20,benign,generic,1.0,Normal SELECT with BETWEEN,KEEP,,benign,generic,5633,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM statement WHERE worker BETWEEN 10 AND 20
SELECT * FROM writer WHERE Price NOT BETWEEN 10 AND 20,benign,generic,1.0,Normal SELECT with NOT BETWEEN,KEEP,,benign,generic,5634,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM writer WHERE Price NOT BETWEEN 10 AND 20
SELECT * FROM party WHERE announced BETWEEN 'trail' AND 'forest',benign,generic,1.0,Normal SELECT with BETWEEN string,KEEP,,benign,generic,5635,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM party WHERE announced BETWEEN 'trail' AND 'forest'
"SELECT * FROM replace WHERE buffalo BETWEEN ""examine"" AND ""choose""",benign,generic,1.0,Normal SELECT with BETWEEN string,KEEP,,benign,generic,5636,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,"SELECT * FROM replace WHERE buffalo BETWEEN ""examine"" AND ""choose"""
SELECT * FROM announced WHERE price NOT BETWEEN 'grass' AND 'nose',benign,generic,1.0,Normal SELECT with NOT BETWEEN,KEEP,,benign,generic,5637,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM announced WHERE price NOT BETWEEN 'grass' AND 'nose'
SELECT * FROM active WHERE thing BETWEEN sail09/01/1996careful AND birthday15/31/1996examine,benign,generic,1.0,Malformed date range in BETWEEN,KEEP,,benign,generic,5638,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM active WHERE thing BETWEEN sail09/01/1996careful AND birthday15/31/1996examine
SELECT * FROM because WHERE over BETWEEN '1996-07-01' AND '1996-07-31',benign,generic,1.0,Normal SELECT with BETWEEN date,KEEP,,benign,generic,5639,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM because WHERE over BETWEEN '1996-07-01' AND '1996-07-31'
