payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,id,a_type,a_db,a_signals,c_type,c_db,c_signals,payload_inner
"SELECT repeat,such,divide FROM stood LEFT JOIN Orders ON outer.pairID = method.strength ORDER BY race.voice",benign,generic,1.0,Normal SELECT with LEFT JOIN,KEEP,,benign,generic,5000,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,"SELECT repeat,such,divide FROM stood LEFT JOIN Orders ON outer.pairID = method.strength ORDER BY race.voice"
SELECT they ( s FROM somewhere RIGHT JOIN,benign,generic,1.0,Incomplete SELECT with function,KEEP,,benign,generic,5001,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT they ( s FROM somewhere RIGHT JOIN
"SELECT Orders.strugglerID, Employees.truck, Employees.therefore FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.freedomID ORDER BY Orders.dearID",benign,generic,1.0,Normal SELECT with RIGHT JOIN,KEEP,,benign,generic,5002,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,"SELECT Orders.strugglerID, Employees.truck, Employees.therefore FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.freedomID ORDER BY Orders.dearID"
SELECT baseball ( s ) FROM consist FULL OUTER JOIN,benign,generic,1.0,Normal SELECT with function and FULL OUTER JOIN,KEEP,,benign,generic,5003,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT baseball ( s ) FROM consist FULL OUTER JOIN
"SELECT column_name ( s ) FROM saw,powder",benign,generic,1.0,Normal SELECT with function and FROM,KEEP,,benign,generic,5004,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,"SELECT column_name ( s ) FROM saw,powder"
SELECT ill ( s ) FROM cost SELECT leader ( s ),benign,generic,1.0,Normal SELECT with multiple functions,KEEP,,benign,generic,5005,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT ill ( s ) FROM cost SELECT leader ( s )
SELECT kill ( s ) FROM lamp SELECT am FROM lay,benign,generic,1.0,Normal SELECT with multiple functions,KEEP,,benign,generic,5006,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT kill ( s ) FROM lamp SELECT am FROM lay
"SELECT COUNT ( open ) , battle FROM several BY direct",benign,generic,1.0,Normal SELECT with aggregate and ORDER BY,KEEP,,benign,generic,5007,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,"SELECT COUNT ( open ) , battle FROM several BY direct"
"SELECT Employees.accident, COUNT ( Orders.rhythmID ) AS meantFROM ( OrdersINNER JOIN division ON Orders.stripID = Employees.takenID )",benign,generic,1.0,Normal SELECT with aggregate and subquery JOIN,KEEP,,benign,generic,5008,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,"SELECT Employees.accident, COUNT ( Orders.rhythmID ) AS meantFROM ( OrdersINNER JOIN division ON Orders.stripID = Employees.takenID )"
SELECT * FROM standard FETCH FIRST 50 PERCENT ROWS ONLY,benign,generic,1.0,Normal SELECT with FETCH FIRST,KEEP,,benign,generic,5009,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM standard FETCH FIRST 50 PERCENT ROWS ONLY
