payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,id,a_type,a_db,a_signals,c_type,c_db,c_signals,payload_inner
SELECT DISTINCT cannot FROM feature,benign,generic,1.0,Normal SELECT DISTINCT,KEEP,,benign,generic,7800,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT DISTINCT cannot FROM feature
SELECT COUNT ( DISTINCT cost ) FROM underline,benign,generic,1.0,Normal SELECT with COUNT DISTINCT,KEEP,,benign,generic,7801,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT COUNT ( DISTINCT cost ) FROM underline
SELECT Count ( * ) AS fix,benign,generic,1.0,Normal SELECT with COUNT aggregate,KEEP,,benign,generic,7802,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT Count ( * ) AS fix
FROM ( SELECT DISTINCT built FROM calm ),benign,generic,1.0,Incomplete SELECT with subquery,KEEP,,benign,generic,7803,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,FROM ( SELECT DISTINCT built FROM calm )
SELECT * FROM buffalo,benign,generic,1.0,Normal SELECT from table,KEEP,,benign,generic,7804,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM buffalo
SELECT * FROM day WHERE out = 'function',benign,generic,1.0,Normal SELECT with WHERE clause,KEEP,,benign,generic,7805,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM day WHERE out = 'function'
SELECT * FROM team WHERE saved = 'unless',benign,generic,1.0,Normal SELECT with WHERE clause,KEEP,,benign,generic,7806,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM team WHERE saved = 'unless'
SELECT * FROM industrial WHERE safe = correctly,benign,generic,1.0,Normal SELECT with WHERE clause,KEEP,,benign,generic,7807,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM industrial WHERE safe = correctly
SELECT * FROM earth WHERE duty = 'sign' AND City = 'loose',benign,generic,1.0,Normal SELECT with multiple WHERE conditions,KEEP,,benign,generic,7808,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM earth WHERE duty = 'sign' AND City = 'loose'
SELECT * FROM sport WHERE cover = 'fair' OR field = 'cow',benign,generic,1.0,Normal SELECT with OR condition,KEEP,,benign,generic,7809,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM sport WHERE cover = 'fair' OR field = 'cow'
SELECT * FROM train WHERE sometime = 'flag' OR circle = 'battle',benign,generic,1.0,Normal SELECT with OR condition,KEEP,,benign,generic,7810,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM train WHERE sometime = 'flag' OR circle = 'battle'
SELECT * FROM fifth WHERE NOT north = 'furniture',benign,generic,1.0,Normal SELECT with NOT operator,KEEP,,benign,generic,7811,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM fifth WHERE NOT north = 'furniture'
SELECT * FROM station WHERE trace = 'stiff' AND ( egg = 'whole' OR which = 'air' ),benign,generic,1.0,Normal SELECT with AND and OR,KEEP,,benign,generic,7812,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM station WHERE trace = 'stiff' AND ( egg = 'whole' OR which = 'air' )
