payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,id,a_type,a_db,a_signals,c_type,c_db,c_signals,payload_inner
SELECT AVG ( alphabet ) FROM image SELECT SUM ( company ),benign,generic,1.0,Normal SELECT with AVG and SUM aggregate,KEEP,,benign,generic,7200,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT AVG ( alphabet ) FROM image SELECT SUM ( company )
SELECT COUNT ( instead ) FROM down,benign,generic,1.0,Normal SELECT with COUNT aggregate,KEEP,,benign,generic,7201,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT COUNT ( instead ) FROM down
SELECT COUNT ( secret ) FROM beside,benign,generic,1.0,Normal SELECT with COUNT aggregate,KEEP,,benign,generic,7202,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT COUNT ( secret ) FROM beside
SELECT AVG ( apartment ) FROM thy,benign,generic,1.0,Normal SELECT with AVG aggregate,KEEP,,benign,generic,7203,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT AVG ( apartment ) FROM thy
SELECT * FROM end WHERE foot NOT LIKE 'zipper%',benign,generic,1.0,Normal SELECT with NOT LIKE pattern,KEEP,,benign,generic,7204,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM end WHERE foot NOT LIKE 'zipper%'
SELECT * FROM water WHERE author LIKE '%pour%',benign,generic,1.0,Normal SELECT with LIKE wildcard,KEEP,,benign,generic,7205,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM water WHERE author LIKE '%pour%'
SELECT * FROM passage WHERE by NOT LIKE '[laid]%',benign,generic,1.0,Normal SELECT with NOT LIKE pattern,KEEP,,benign,generic,7206,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM passage WHERE by NOT LIKE '[laid]%'
"SELECT * FROM potatoes WHERE loose IN ( 'dull', 'sides', 'tea' )",benign,generic,1.0,Normal SELECT with IN clause,KEEP,,benign,generic,7207,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,"SELECT * FROM potatoes WHERE loose IN ( 'dull', 'sides', 'tea' )"
"SELECT * FROM twice WHERE lost NOT IN ( 'bit', 'typical', 'darkness' )",benign,generic,1.0,Normal SELECT with NOT IN,KEEP,,benign,generic,7208,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,"SELECT * FROM twice WHERE lost NOT IN ( 'bit', 'typical', 'darkness' )"
SELECT * FROM symbol WHERE breakfast IN ( SELECT property FROM invented ),benign,generic,1.0,Normal SELECT with IN subquery,KEEP,,benign,generic,7209,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,SELECT * FROM symbol WHERE breakfast IN ( SELECT property FROM invented )
