attack_corpus,attack_intent,corpus_role,sample_id,y_level,complexity_label,dbms,dbms_version_reference,injection_family,context_level,root_id,semantic_family,root_name,structure_cell_id,cell_recipe,variation_id,sample_index_in_cell,expected_truth,payload,canonical_payload,raw_sha256,canonical_sha256,semantic_equivalence_group,char_length,token_count_est,paren_depth,operator_count_est,literal_count_est,function_count_est,cast_count_est,connector_count_est,requires_decode,decode_layers,postgres_specificity,attack_surface_class,generator_constraint_pass,engine_validated,exploit_confirmed,provenance_type,source_reference,generator_version,seed,logic_effect_target,boundary_dependency,destructive_capability,exfiltration_capability,timing_capability,behavior_confirmed,runtime_validation_state,evidence_level,structure_signature,attack_fingerprint,payload_entropy_bits_per_char,alpha_ratio,digit_ratio,whitespace_ratio,special_char_ratio,unique_char_ratio,character_class_count,raw_unique_in_y,fingerprint_unique_in_y,canonical_group_size_in_y,canonical_unique_in_y,min_char4gram_distance_within_cell,min_char4gram_distance_within_root,scope_select_union_exfiltration,scope_stacked_or_destructive_sql,scope_time_based,scope_contextual_boundary_breakout
True,boolean_predicate_injection,seqgan_attack_source,Y1_PG_BOOL_R001_C01_S01,Y1,Simple,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y1_PG_BOOL_R001_C01,direct_canonical,PG_BOOL_R001_V01,1,True,5043 = 5043,5043 = 5043,83b72dd8ee5653b564bbc2c862aed982e1e321df61e353736b8a2cb0d3dea070,83b72dd8ee5653b564bbc2c862aed982e1e321df61e353736b8a2cb0d3dea070,PG_BOOL_R001,11,3,0,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30260924,predicate_true_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,345e17d2949da8fc6230fad7ea1a3ee1793fc61effeef1aaca51c3c21933b826,1e4ff871c4e6bc79b5d46538d4e4081d22ca043eea0734806d0680432ce62ba4,2.550340709546388,0.0,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.5454545454545454,3,True,True,1,True,0.9285714285714286,0.75,excluded,excluded,excluded,excluded
True,boolean_predicate_injection,seqgan_attack_source,Y1_PG_BOOL_R001_C01_S02,Y1,Simple,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y1_PG_BOOL_R001_C01,direct_canonical,PG_BOOL_R001_V01,2,False,6771 = 6775,6771 = 6775,6ac68464b1bdfbe23a0b9b37d49a573e0e40e571580d213902f78bd31f156248,6ac68464b1bdfbe23a0b9b37d49a573e0e40e571580d213902f78bd31f156248,PG_BOOL_R001,11,3,0,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30261924,predicate_false_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,345e17d2949da8fc6230fad7ea1a3ee1793fc61effeef1aaca51c3c21933b826,501785ba5ce6905ea81b5b17de936a6e0e2c3c39056d364a7bc31eb6c030bd82,2.3685225277282065,0.0,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.5454545454545454,3,True,True,1,True,0.9285714285714286,0.8333333333333334,excluded,excluded,excluded,excluded
True,boolean_predicate_injection,seqgan_attack_source,Y1_PG_BOOL_R001_C01_S03,Y1,Simple,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y1_PG_BOOL_R001_C01,direct_canonical,PG_BOOL_R001_V01,3,True,1585 = 1585,1585 = 1585,0ba2ca83f54108f7a46f06ed98935f22bbe9e90875a2849eaa83c039b6630f9e,0ba2ca83f54108f7a46f06ed98935f22bbe9e90875a2849eaa83c039b6630f9e,PG_BOOL_R001,11,3,0,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30262924,predicate_true_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,345e17d2949da8fc6230fad7ea1a3ee1793fc61effeef1aaca51c3c21933b826,e9c98362bbfbbf5a6ce10575cd11518ba9bebc9b342ed418df64a0d230b7e405,2.186704345910025,0.0,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.45454545454545453,3,True,True,1,True,0.9230769230769231,0.8333333333333334,excluded,excluded,excluded,excluded
True,boolean_predicate_injection,seqgan_attack_source,Y1_PG_BOOL_R001_C01_S04,Y1,Simple,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y1_PG_BOOL_R001_C01,direct_canonical,PG_BOOL_R001_V01,4,False,5676 = 5682,5676 = 5682,2b6017ccd925c6516236f2aa2688a5a78f154de115b1db9ccb6cbdef9b76ad73,2b6017ccd925c6516236f2aa2688a5a78f154de115b1db9ccb6cbdef9b76ad73,PG_BOOL_R001,11,3,0,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30263924,predicate_false_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,345e17d2949da8fc6230fad7ea1a3ee1793fc61effeef1aaca51c3c21933b826,a56a21358133ebf57af73d3f6b78995b44d4c8bad9502fb84f54057eac74f19e,2.6635327548042547,0.0,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.6363636363636364,3,True,True,1,True,0.9285714285714286,0.9230769230769231,excluded,excluded,excluded,excluded
True,boolean_predicate_injection,seqgan_attack_source,Y1_PG_BOOL_R001_C01_S05,Y1,Simple,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y1_PG_BOOL_R001_C01,direct_canonical,PG_BOOL_R001_V01,5,True,1961 = 1961,1961 = 1961,d6cdfb45d6e6eed70a91692ff77bafee98e00c2bb1ddd4b488d870d1133dc03f,d6cdfb45d6e6eed70a91692ff77bafee98e00c2bb1ddd4b488d870d1133dc03f,PG_BOOL_R001,11,3,0,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30264924,predicate_true_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,345e17d2949da8fc6230fad7ea1a3ee1793fc61effeef1aaca51c3c21933b826,27286e534a5b209fd952b8782e7e9d19c8413f9e3490d221c3314a2e617c639d,2.186704345910025,0.0,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.45454545454545453,3,True,True,1,True,0.9230769230769231,0.75,excluded,excluded,excluded,excluded
True,boolean_predicate_injection,seqgan_attack_source,Y1_PG_BOOL_R001_C01_S06,Y1,Simple,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y1_PG_BOOL_R001_C01,direct_canonical,PG_BOOL_R001_V01,6,False,229 = 230,229 = 230,5820a34c27f5c90c162880780210fd113dfd51b102f2159bd7556e0c0a124734,5820a34c27f5c90c162880780210fd113dfd51b102f2159bd7556e0c0a124734,PG_BOOL_R001,9,3,0,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30265924,predicate_false_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,345e17d2949da8fc6230fad7ea1a3ee1793fc61effeef1aaca51c3c21933b826,0db6fca0ccc1c9ff9e204afb0cdb8793addcb3edbad83b9204d04276e9cfcd2c,2.4193819456463714,0.0,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.6666666666666666,3,True,True,1,True,1.0,0.8333333333333334,excluded,excluded,excluded,excluded
True,boolean_predicate_injection,seqgan_attack_source,Y1_PG_BOOL_R001_C02_S01,Y1,Simple,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y1_PG_BOOL_R001_C02,direct_literal_profile,PG_BOOL_R001_V02,1,True,6077 = 6077,6077 = 6077,90a6086463e25baf9229f6820746cdc19e54b5dcca599eef4001813649690c59,90a6086463e25baf9229f6820746cdc19e54b5dcca599eef4001813649690c59,PG_BOOL_R001,11,3,0,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30360924,predicate_true_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,dca3e135a88f3353026af221ba3bceec803efe98d555ca0b31cfb1f9a45839fc,a85cfdd1d72d2a9131276528b29215b86b195f5a3d7f96d2b26da8dbdaa1c55a,2.186704345910025,0.0,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.45454545454545453,3,True,True,1,True,1.0,0.8333333333333334,excluded,excluded,excluded,excluded
True,boolean_predicate_injection,seqgan_attack_source,Y1_PG_BOOL_R001_C02_S02,Y1,Simple,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y1_PG_BOOL_R001_C02,direct_literal_profile,PG_BOOL_R001_V02,2,False,1470 = 1479,1470 = 1479,21aca4b406ee9892c9d94193e72cf2bee429098d009adee18dbc0f97cd553fa8,21aca4b406ee9892c9d94193e72cf2bee429098d009adee18dbc0f97cd553fa8,PG_BOOL_R001,11,3,0,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30361924,predicate_false_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,dca3e135a88f3353026af221ba3bceec803efe98d555ca0b31cfb1f9a45839fc,f5bd295c73f834cc36d4fb36005db92a60f9f92a025aa7dc3538a0bb6a375b54,2.7321588913645702,0.0,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.6363636363636364,3,True,True,1,True,0.8461538461538461,0.8461538461538461,excluded,excluded,excluded,excluded
True,boolean_predicate_injection,seqgan_attack_source,Y1_PG_BOOL_R001_C02_S03,Y1,Simple,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y1_PG_BOOL_R001_C02,direct_literal_profile,PG_BOOL_R001_V02,3,True,2570 = 2570,2570 = 2570,9b5eadb18a8294c526ac130e9abd587797ed63e7eeeca0fc701320190d84145e,9b5eadb18a8294c526ac130e9abd587797ed63e7eeeca0fc701320190d84145e,PG_BOOL_R001,11,3,0,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30362924,predicate_true_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,dca3e135a88f3353026af221ba3bceec803efe98d555ca0b31cfb1f9a45839fc,433d7610fe6ce86edc4966e930635877f9f01833cd4c29b2e2009ef1e55ffe3e,2.550340709546388,0.0,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.5454545454545454,3,True,True,1,True,0.8461538461538461,0.8333333333333334,excluded,excluded,excluded,excluded
True,boolean_predicate_injection,seqgan_attack_source,Y1_PG_BOOL_R001_C02_S04,Y1,Simple,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y1_PG_BOOL_R001_C02,direct_literal_profile,PG_BOOL_R001_V02,4,False,1361 = 1364,1361 = 1364,e929d94e63fbb2f6409988309ee9b7ce76b516312894af2b8e17f49784f1681f,e929d94e63fbb2f6409988309ee9b7ce76b516312894af2b8e17f49784f1681f,PG_BOOL_R001,11,3,0,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30363924,predicate_false_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,dca3e135a88f3353026af221ba3bceec803efe98d555ca0b31cfb1f9a45839fc,35d89d6b1a9323a0e00417516198d0af6d5ad646ecba4f8a58fc189be56ba432,2.481714572986073,0.0,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.5454545454545454,3,True,True,1,True,0.9333333333333333,0.75,excluded,excluded,excluded,excluded
