row_index,sqli_type,db_engine,confidence,reasoning
13110,benign,generic,0.9,not_sql_injection
13111,benign,generic,0.9,not_sql_injection
13112,benign,generic,0.9,not_sql_injection
13113,benign,generic,0.9,not_sql_injection
13114,benign,generic,0.9,not_sql_injection
13115,benign,generic,0.9,not_sql_injection
13116,benign,generic,0.9,not_sql_injection
13117,benign,generic,0.9,not_sql_injection
13118,benign,generic,0.9,not_sql_injection
13119,benign,generic,0.9,not_sql_injection
13120,benign,generic,0.9,not_sql_injection
13121,benign,generic,0.9,not_sql_injection
13122,benign,generic,0.9,not_sql_injection
13123,benign,generic,0.9,not_sql_injection
13124,benign,generic,0.9,not_sql_injection
13125,benign,generic,0.9,not_sql_injection
13126,benign,generic,0.9,not_sql_injection
13127,benign,generic,0.9,not_sql_injection
13128,benign,generic,0.9,not_sql_injection
13129,benign,generic,0.9,not_sql_injection
13130,benign,generic,0.9,not_sql_injection
13131,benign,generic,0.9,not_sql_injection
13132,benign,generic,0.9,not_sql_injection
13133,benign,generic,0.9,not_sql_injection
13134,benign,generic,0.9,not_sql_injection
13135,benign,generic,0.9,not_sql_injection
13136,benign,generic,0.9,not_sql_injection
13137,benign,generic,0.9,not_sql_injection
13138,benign,generic,0.9,not_sql_injection
13139,benign,generic,0.9,not_sql_injection
