row_index,sqli_type,db_engine,confidence,reasoning
36120,auth_bypass,generic,0.5,simple condition injection
36121,error_based,oracle,0.95,xmltype for Oracle error extraction
36122,error_based,oracle,0.95,xmltype for Oracle error extraction
36123,error_based,oracle,0.95,xmltype for Oracle error extraction
36124,error_based,mssql,0.8,char for MSSQL encoding
36125,boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind
36126,error_based,mssql,0.8,char for MSSQL encoding
36127,error_based,oracle,0.95,xmltype for Oracle error extraction
36128,error_based,oracle,0.95,xmltype for Oracle error extraction
36129,boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind
36130,error_based,oracle,0.95,xmltype for Oracle error extraction
36131,error_based,oracle,0.95,xmltype for Oracle error extraction
36132,error_based,postgresql,0.9,cast for PostgreSQL injection
36133,error_based,oracle,0.95,xmltype for Oracle error extraction
36134,error_based,postgresql,0.9,cast for PostgreSQL injection
36135,error_based,oracle,0.95,xmltype for Oracle error extraction
36136,error_based,oracle,0.95,xmltype for Oracle error extraction
36137,auth_bypass,generic,0.5,simple condition injection
36138,error_based,oracle,0.95,xmltype for Oracle error extraction
36139,error_based,oracle,0.95,xmltype for Oracle error extraction
36140,boolean_blind,oracle,0.8,dbms_utility.sqlid_to_sqlhash for blind
36141,error_based,oracle,0.95,xmltype for Oracle error extraction
36142,boolean_blind,oracle,0.8,dbms_utility.sqlid_to_sqlhash for blind
36143,error_based,oracle,0.95,xmltype for Oracle error extraction
36144,error_based,oracle,0.95,xmltype for Oracle error extraction
36145,error_based,oracle,0.95,xmltype for Oracle error extraction
36146,error_based,oracle,0.95,xmltype for Oracle error extraction
36147,error_based,oracle,0.95,xmltype for Oracle error extraction
36148,error_based,oracle,0.95,xmltype for Oracle error extraction
36149,error_based,postgresql,0.9,cast for PostgreSQL injection
