row_index,sqli_type,db_engine,confidence,reasoning
34800,auth_bypass,generic,0.5,simple condition injection
34801,error_based,oracle,0.95,xmltype for Oracle error extraction
34802,auth_bypass,generic,0.6,wildcard injection
34803,error_based,oracle,0.95,xmltype for Oracle error extraction
34804,auth_bypass,generic,0.6,wildcard injection
34805,error_based,oracle,0.95,xmltype for Oracle error extraction
34806,auth_bypass,generic,0.6,wildcard injection
34807,error_based,mssql,0.8,char for MSSQL encoding
34808,auth_bypass,generic,0.5,simple condition injection
34809,auth_bypass,generic,0.5,simple condition injection
34810,boolean_blind,oracle,0.8,dbms_utility.sqlid_to_sqlhash for blind
34811,error_based,mssql,0.8,char for MSSQL encoding
34812,error_based,oracle,0.9,cast for PostgreSQL injection
34813,error_based,oracle,0.95,xmltype for Oracle error extraction
34814,boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind
34815,error_based,oracle,0.95,xmltype for Oracle error extraction
34816,auth_bypass,generic,0.5,simple condition injection
34817,error_based,oracle,0.95,xmltype for Oracle error extraction
34818,error_based,oracle,0.95,xmltype for Oracle error extraction
34819,error_based,oracle,0.95,xmltype for Oracle error extraction
34820,auth_bypass,generic,0.6,wildcard injection
34821,error_based,oracle,0.95,xmltype for Oracle error extraction
34822,error_based,oracle,0.95,xmltype for Oracle error extraction
34823,auth_bypass,generic,0.6,wildcard injection
34824,error_based,oracle,0.9,cast for PostgreSQL injection
34825,error_based,mssql,0.8,char for MSSQL encoding
34826,error_based,oracle,0.95,xmltype for Oracle error extraction
34827,boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind
34828,error_based,oracle,0.95,xmltype for Oracle error extraction
34829,error_based,oracle,0.95,xmltype for Oracle error extraction
