row_index,sqli_type,db_engine,confidence,reasoning
38310,error_based,oracle,0.95,Oracle xmltype extraction
38311,error_based,oracle,0.95,Oracle xmltype extraction
38312,error_based,oracle,0.95,Oracle xmltype extraction
38313,error_based,oracle,0.85,Oracle xmltype + MS SQL char
38314,error_based,oracle,0.90,Oracle xmltype + PostgreSQL cast
38315,error_based,oracle,0.95,Oracle xmltype extraction
38316,error_based,oracle,0.80,Oracle simple WHERE injection
38317,error_based,oracle,0.95,Oracle xmltype extraction
38318,error_based,oracle,0.95,Oracle xmltype extraction
38319,error_based,oracle,0.95,Oracle xmltype extraction
38320,error_based,oracle,0.80,Oracle WHERE clause injection
38321,error_based,oracle,0.95,Oracle xmltype extraction
38322,error_based,postgresql,0.85,PostgreSQL cast extraction
38323,error_based,oracle,0.90,Oracle xmltype + PostgreSQL cast
38324,error_based,oracle,0.90,Oracle xmltype + PostgreSQL cast
38325,error_based,oracle,0.95,Oracle xmltype extraction
38326,error_based,oracle,0.95,Oracle xmltype extraction
38327,error_based,oracle,0.95,Oracle xmltype extraction
38328,error_based,oracle,0.95,Oracle xmltype extraction
38329,error_based,oracle,0.90,Oracle xmltype + PostgreSQL cast
38330,error_based,oracle,0.95,Oracle xmltype extraction
38331,error_based,oracle,0.75,Oracle simple WHERE injection
38332,error_based,oracle,0.95,Oracle xmltype extraction
38333,error_based,oracle,0.80,Oracle WHERE clause injection
38334,error_based,oracle,0.90,Oracle ctxsys.drithsx.sn extraction
38335,error_based,oracle,0.95,Oracle xmltype extraction
38336,error_based,oracle,0.95,Oracle xmltype extraction
38337,error_based,oracle,0.95,Oracle xmltype extraction
38338,error_based,oracle,0.85,Oracle MS SQL char concatenation
38339,error_based,oracle,0.90,Oracle ctxsys.drithsx.sn + xmltype
