row_index,sqli_type,db_engine,confidence,reasoning
33420,error_based,oracle,0.9,cast for PostgreSQL injection
33421,error_based,oracle,0.95,xmltype for Oracle error extraction
33422,error_based,oracle,0.95,xmltype for Oracle error extraction
33423,boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind
33424,auth_bypass,generic,0.6,wildcard injection
33425,error_based,oracle,0.95,xmltype for Oracle error extraction
33426,error_based,oracle,0.9,cast for PostgreSQL injection
33427,error_based,oracle,0.9,cast for PostgreSQL injection
33428,error_based,oracle,0.95,xmltype for Oracle error extraction
33429,auth_bypass,generic,0.6,wildcard injection
33430,auth_bypass,generic,0.6,quote injection
33431,error_based,mssql,0.8,char for MSSQL encoding
33432,error_based,oracle,0.9,cast for PostgreSQL injection
33433,error_based,oracle,0.95,xmltype for Oracle error extraction
33434,boolean_blind,oracle,0.8,dbms_utility.sqlid_to_sqlhash for blind
33435,boolean_blind,oracle,0.8,dbms_utility.sqlid_to_sqlhash for blind
33436,auth_bypass,generic,0.6,wildcard injection
33437,auth_bypass,generic,0.6,wildcard injection
33438,auth_bypass,generic,0.6,quote injection
33439,error_based,oracle,0.9,cast for PostgreSQL injection
33440,error_based,oracle,0.95,xmltype for Oracle error extraction
33441,error_based,oracle,0.95,xmltype for Oracle error extraction
33442,error_based,oracle,0.95,xmltype for Oracle error extraction
33443,error_based,oracle,0.95,xmltype for Oracle error extraction
33444,error_based,oracle,0.9,cast for PostgreSQL injection
33445,error_based,mysql,0.8,elt and if for MySQL injection
33446,error_based,oracle,0.95,xmltype for Oracle error extraction
33447,boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind
33448,error_based,oracle,0.95,xmltype for Oracle error extraction
33449,error_based,mssql,0.8,char for MSSQL encoding
