row_index,sqli_type,db_engine,confidence,reasoning
29940,benign,generic,1.0,Normal SQL SELECT GROUP BY
29941,benign,generic,1.0,Normal SQL SELECT GROUP BY HAVING
29942,benign,generic,1.0,Normal SQL SELECT subquery
29943,benign,generic,1.0,Normal SQL WHERE EXISTS subquery
29944,benign,generic,1.0,Normal SQL WHERE EXISTS subquery
29945,benign,generic,1.0,Normal SQL SELECT ALL keyword
29946,benign,generic,1.0,Normal SQL SELECT subquery
29947,benign,generic,1.0,Normal SQL SELECT subquery
29948,benign,generic,1.0,Normal SQL SELECT subquery
29949,benign,generic,1.0,Normal SQL SELECT ALL TRUE
29950,benign,generic,1.0,Normal SQL SELECT INTO
29951,benign,generic,1.0,Normal SQL SELECT INTO
29952,benign,generic,1.0,Normal SQL SELECT INTO external
29953,benign,generic,1.0,Normal SQL SELECT INTO WHERE
29954,benign,generic,1.0,Normal SQL SELECT INTO FALSE
29955,polyglot,generic,0.85,GO batch separator
29956,polyglot,generic,0.9,SQL comment injection
29957,benign,generic,1.0,SQL comment only
29958,benign,generic,1.0,SQL block comment
29959,benign,generic,1.0,Normal SQL SELECT from table
29960,benign,generic,1.0,Normal SQL SELECT from table
29961,benign,generic,1.0,Normal SQL SELECT from table
29962,benign,generic,1.0,Normal SQL SELECT multiple OR
29963,benign,generic,1.0,Normal SQL SELECT bracket table
29964,benign,generic,1.0,Normal SQL SELECT subquery
29965,benign,generic,1.0,Normal SQL SELECT bracket table
29966,auth_bypass,generic,0.95,OR 1=1 authentication bypass
29967,benign,generic,1.0,Normal SQL SELECT all rows
29968,benign,generic,1.0,Normal SQL SELECT WHERE equals
29969,benign,generic,1.0,Normal SQL WHERE ALL subquery
