row_index,sqli_type,db_engine,confidence,reasoning
27270,benign,generic,1.0,Normal SELECT with function and LEFT JOIN
27271,benign,generic,1.0,Normal SELECT with LEFT JOIN and ORDER BY
27272,benign,generic,1.0,Incomplete SELECT with function
27273,benign,generic,1.0,Normal SELECT with RIGHT JOIN and ORDER BY
27274,benign,generic,1.0,Normal SELECT with function and FULL OUTER JOIN
27275,benign,generic,1.0,Normal SELECT with function and FROM
27276,benign,generic,1.0,Normal SELECT with function and UNION
27277,benign,generic,1.0,Normal SELECT with multiple functions
27278,benign,generic,1.0,Normal SELECT with function and UNION ALL
27279,benign,generic,1.0,Normal SELECT with multiple functions
27280,benign,generic,1.0,Normal SELECT with UNION and ORDER BY
27281,benign,generic,1.0,Normal SELECT with UNION ALL and ORDER BY
27282,benign,generic,1.0,Normal SELECT with UNION and WHERE
27283,benign,generic,1.0,Normal SELECT with aggregate and GROUP BY
27284,benign,generic,1.0,Normal SELECT with aggregate and subquery JOIN
27285,benign,generic,1.0,Normal SELECT with FETCH FIRST
27286,benign,generic,1.0,Incomplete SELECT statement
27287,benign,generic,1.0,Normal SELECT from table
27288,benign,generic,1.0,Normal SELECT from table
27289,benign,generic,1.0,Normal SELECT DISTINCT
27290,benign,generic,1.0,Normal SELECT with COUNT DISTINCT
27291,benign,generic,1.0,Normal SELECT with COUNT aggregate
27292,benign,generic,1.0,Incomplete SELECT with subquery
27293,benign,generic,1.0,Normal SELECT from table
27294,benign,generic,1.0,Normal SELECT with WHERE clause
27295,benign,generic,1.0,Normal SELECT with WHERE clause
27296,benign,generic,1.0,Normal SELECT with WHERE clause
27297,benign,generic,1.0,Normal SELECT with multiple WHERE conditions
27298,benign,generic,1.0,Normal SELECT with OR condition
27299,benign,generic,1.0,Normal SELECT with OR condition
