row_index,sqli_type,db_engine,confidence,reasoning
27660,benign,generic,1.0,Normal SELECT with string concatenation
27661,benign,generic,1.0,Normal SELECT function call
27662,benign,generic,1.0,Invalid SQL syntax - not an attack
27663,benign,generic,1.0,Normal SELECT function call
27664,benign,generic,1.0,Normal SELECT with LEFT JOIN
27665,benign,generic,1.0,Invalid SQL syntax - not an attack
27666,benign,generic,1.0,Normal SELECT with RIGHT JOIN
27667,benign,generic,1.0,Normal SELECT function call
27668,benign,generic,1.0,Invalid SQL syntax - not an attack
27669,benign,generic,1.0,Invalid SQL syntax - not an attack
27670,benign,generic,1.0,Invalid SQL syntax - not an attack
27671,benign,generic,1.0,Normal SELECT function call
27672,benign,generic,1.0,Normal SELECT function call
27673,benign,generic,1.0,Normal SELECT with UNION
27674,benign,generic,1.0,Normal SELECT with UNION ALL
27675,benign,generic,1.0,Normal SELECT with UNION
27676,benign,generic,1.0,Invalid SQL syntax - not an attack
27677,benign,generic,1.0,Invalid SQL syntax - not an attack
27678,benign,generic,1.0,Normal SELECT with FETCH FIRST
27679,benign,generic,1.0,Invalid SQL - not a valid statement
27680,benign,generic,1.0,Invalid SQL - not a valid statement
27681,benign,generic,1.0,Normal SELECT DISTINCT
27682,benign,generic,1.0,Normal SELECT COUNT DISTINCT
27683,benign,generic,1.0,Normal SELECT COUNT
27684,benign,generic,1.0,Invalid SQL syntax - not an attack
27685,benign,generic,1.0,Normal SELECT all rows
27686,benign,generic,1.0,Normal SELECT with WHERE clause
27687,benign,generic,1.0,Normal SELECT with WHERE clause
27688,benign,generic,1.0,Normal SELECT with WHERE clause
27689,benign,generic,1.0,Normal SELECT with multiple WHERE conditions
