row_index,sqli_type,db_engine,confidence,reasoning
5790,heavy_query,db2,0.7,db2_sysjoin
5791,error_based,mysql,0.9,extractvalue
5792,union_based,generic,0.7,union_select
5793,boolean_based,generic,0.5,case_division
5794,out_of_band,oracle,0.9,dbms_utility
5795,boolean_based,generic,0.5,end_and
5796,union_based,generic,0.7,union_select
5797,union_based,generic,0.7,union_null
5798,boolean_based,generic,0.5,order_by
5799,boolean_based,mssql,0.7,char_in
5800,error_based,mysql,0.9,extractvalue
5801,time_blind,postgresql,0.7,regexp_substring
5802,union_based,generic,0.7,union_select
5803,out_of_band,oracle,0.9,utl_inaddr
5804,boolean_based,generic,0.5,order_by
5805,boolean_based,firebird,0.7,rdb_conditional
5806,boolean_based,mysql,0.7,row_count
5807,union_based,generic,0.7,union_null
5808,out_of_band,oracle,0.9,utl_inaddr
5809,heavy_query,mssql,0.7,mssql_sysjoin
5810,time_blind,postgresql,0.7,regexp_substring
5811,boolean_based,generic,0.5,where_equality
5812,boolean_based,generic,0.5,where_equality
5813,heavy_query,db2,0.7,db2_sysjoin
5814,boolean_based,generic,0.5,case_division
5815,time_blind,postgresql,0.7,regexp_substring
5816,time_blind,postgresql,0.9,pg_sleep
5817,time_blind,oracle,0.9,dbms_pipe
5818,time_blind,postgresql,0.7,regexp_substring
5819,heavy_query,postgresql,0.7,generate_series
