row_index,sqli_type,db_engine,confidence,reasoning
39480,error_based,oracle,0.95,xmltype with chr concatenation for error extraction
39481,error_based,oracle,0.90,Oracle-specific functions in WHERE clause
39482,error_based,oracle,0.90,Oracle injection with chr encoding
39483,error_based,oracle,0.95,xmltype error-based with case statement
39484,error_based,oracle,0.90,mixed Oracle/PostgreSQL syntax
39485,error_based,oracle,0.85,error_based with basic Oracle syntax
39486,error_based,oracle,0.90,Oracle with chr casting technique
39487,error_based,oracle,0.90,xmltype error extraction
39488,error_based,oracle,0.95,Oracle with ctxsys.drithsx.sn for error
39489,error_based,oracle,0.95,xmltype case-based error injection
39490,error_based,oracle,0.95,Oracle xmltype with chr encoding
39491,error_based,oracle,0.85,basic Oracle error injection
39492,error_based,oracle,0.95,xmltype error extraction technique
39493,error_based,oracle,0.90,Oracle with case statement
39494,error_based,postgresql,0.90,PostgreSQL cast for error-based
39495,error_based,oracle,0.85,Oracle with LIKE pattern
39496,error_based,oracle,0.90,Oracle with cast for error
39497,error_based,oracle,0.85,Oracle injection in WHERE clause
39498,error_based,oracle,0.85,basic Oracle error injection
39499,error_based,oracle,0.95,xmltype oracle error technique
39500,error_based,oracle,0.90,mixed oracle and PostgreSQL
39501,error_based,oracle,0.95,xmltype case-based error
39502,error_based,oracle,0.90,Oracle with xmltype chr encoding
39503,error_based,oracle,0.90,Oracle error-based with alias
39504,error_based,oracle,0.90,Oracle with dual table query
39505,error_based,oracle,0.90,xmltype error extraction
39506,error_based,oracle,0.85,Oracle subquery injection
39507,error_based,oracle,0.90,Oracle with nested select
39508,error_based,oracle,0.85,basic Oracle injection
39509,error_based,oracle,0.95,xmltype chr encoding technique
