row_index,sqli_type,db_engine,confidence,reasoning
40410,error_based,oracle,0.90,dbms_utility.sqlid_to_sqlhash
40411,error_based,oracle,0.90,Oracle xmltype case-based
40412,error_based,oracle,0.90,Oracle xmltype case-based
40413,error_based,oracle,0.85,char() function in in clause
40414,error_based,oracle,0.90,Oracle xmltype case-based
40415,error_based,oracle,0.90,Oracle xmltype case-based
40416,error_based,oracle,0.85,char() + Oracle xmltype
40417,error_based,oracle,0.85,basic nested query
40418,error_based,postgresql,0.90,PostgreSQL cast numeric
40419,error_based,oracle,0.90,Oracle xmltype case-based
40420,error_based,oracle,0.90,Oracle xmltype case-based
40421,error_based,oracle,0.90,Oracle xmltype case-based
40422,error_based,oracle,0.90,Oracle xmltype case-based
40423,error_based,oracle,0.90,Oracle xmltype case-based
40424,error_based,oracle,0.85,basic nested query
40425,error_based,oracle,0.90,Oracle xmltype case-based
40426,error_based,oracle,0.85,basic nested query
40427,error_based,oracle,0.90,Oracle xmltype case-based
40428,error_based,oracle,0.90,Oracle xmltype case-based
40429,error_based,oracle,0.90,Oracle xmltype case-based
40430,error_based,postgresql,0.90,PostgreSQL cast numeric
40431,error_based,oracle,0.90,Oracle xmltype case-based
40432,error_based,oracle,0.90,Oracle xmltype case-based
40433,error_based,oracle,0.90,Oracle xmltype case-based
40434,error_based,oracle,0.90,Oracle xmltype case-based
40435,error_based,oracle,0.90,Oracle xmltype case-based
40436,error_based,oracle,0.90,Oracle xmltype case-based
40437,error_based,oracle,0.90,ctxsys.drithsx.sn error
40438,error_based,oracle,0.90,Oracle xmltype case-based
40439,error_based,oracle,0.90,Oracle xmltype case-based
