row_index,sqli_type,db_engine,confidence,reasoning
9960,time_blind,postgresql,0.9,pg_sleep
9961,heavy_query,oracle,0.7,oracle_sysjoin
9962,boolean_based,generic,0.5,or_equality
9963,boolean_based,mysql,0.7,elt_boolean
9964,boolean_based,generic,0.5,where_equality
9965,out_of_band,oracle,0.9,utl_inaddr
9966,union_based,generic,0.7,union_null
9967,union_based,generic,0.7,union_select
9968,heavy_query,mssql,0.7,mssql_sysjoin
9969,boolean_based,generic,0.5,or_equality
9970,time_blind,mysql,0.7,sleep_subquery
9971,time_blind,mysql,0.9,benchmark
9972,time_blind,postgresql,0.7,pg_sleep
9973,union_based,generic,0.7,union_select
9974,time_blind,mysql,0.7,sleep_subquery
9975,time_blind,mysql,0.7,rlike_sleep
9976,heavy_query,oracle,0.7,oracle_sysjoin
9977,error_based,oracle,0.9,xmltype_error
9978,union_based,generic,0.7,union_select
9979,union_based,generic,0.7,union_null
9980,error_based,mysql,0.9,extractvalue
9981,time_blind,mysql,0.7,rlike_sleep
9982,heavy_query,oracle,0.7,oracle_sysjoin
9983,union_based,generic,0.7,union_select
9984,boolean_based,generic,0.5,where_equality
9985,union_based,generic,0.7,union_select
9986,error_based,mysql,0.9,exp_extract
9987,boolean_based,generic,0.5,where_equality
9988,boolean_based,mssql,0.7,iif_boolean
9989,boolean_based,mysql,0.7,make_set
