row_index,sqli_type,db_engine,confidence,reasoning
37710,error_based,oracle,0.95,XMLType error-based Oracle technique
37711,error_based,oracle,0.95,Oracle XMLType from dual pattern
37712,error_based,oracle,0.95,PostgreSQL cast with Oracle dual
37713,error_based,oracle,0.95,XMLType case when on dual table
37714,error_based,oracle,0.95,dbms_utility.sqlid_to_sqlhash Oracle
37715,benign,generic,0.5,Wildcard pattern simple comparison
37716,error_based,oracle,0.95,XMLType extracts data via error
37717,error_based,oracle,0.95,Oracle XMLType error-based technique
37718,error_based,oracle,0.95,PostgreSQL cast case when syntax
37719,benign,generic,0.6,Simple string comparison
37720,benign,generic,0.6,Normal username query
37721,error_based,oracle,0.95,Oracle XMLType from dual
37722,error_based,oracle,0.95,XMLType extracts data via error
37723,error_based,oracle,0.95,PostgreSQL cast with Oracle dual
37724,error_based,oracle,0.95,XMLType case when from dual
37725,error_based,oracle,0.95,Oracle XMLType error-based technique
37726,error_based,oracle,0.95,PostgreSQL cast for numeric
37727,benign,generic,0.6,Normal username comparison
37728,error_based,oracle,0.95,XMLType case when on dual
37729,error_based,oracle,0.95,PostgreSQL cast with Oracle dbms_utility
37730,error_based,oracle,0.95,ctxsys.drithsx.sn Oracle text index
37731,error_based,oracle,0.95,char function Oracle string concat
37732,error_based,oracle,0.95,PostgreSQL cast numeric syntax
37733,error_based,oracle,0.95,XMLType case when from dual
37734,benign,generic,0.6,Normal username query
37735,benign,generic,0.6,Simple comparison no SQLi
37736,benign,generic,0.6,Normal username comparison
37737,error_based,oracle,0.95,ctxsys.drithsx.sn Oracle text index
37738,error_based,oracle,0.95,PostgreSQL cast case when
37739,benign,generic,0.6,Simple username query
