row_index,sqli_type,db_engine,confidence,reasoning
27750,benign,generic,1.0,Normal SELECT COUNT aggregate
27751,benign,generic,1.0,Normal SELECT COUNT aggregate
27752,benign,generic,1.0,Normal SELECT AVG aggregate
27753,benign,generic,1.0,Normal SELECT with BETWEEN date range
27754,benign,generic,1.0,Normal SELECT with alias
27755,benign,generic,1.0,Normal SELECT with alias
27756,benign,generic,1.0,Normal SELECT with alias
27757,benign,generic,1.0,Normal SELECT with string concatenation
27758,benign,generic,1.0,Normal SELECT function call
27759,benign,generic,1.0,Invalid SQL syntax - not an attack
27760,benign,generic,1.0,Normal SELECT function call
27761,benign,generic,1.0,Normal SELECT with LEFT JOIN
27762,benign,generic,1.0,Invalid SQL syntax - not an attack
27763,benign,generic,1.0,Normal SELECT with RIGHT JOIN
27764,benign,generic,1.0,Normal SELECT function call
27765,benign,generic,1.0,Invalid SQL syntax - not an attack
27766,benign,generic,1.0,Invalid SQL syntax - not an attack
27767,benign,generic,1.0,Invalid SQL syntax - not an attack
27768,benign,generic,1.0,Normal SELECT function call with UNION ALL
27769,benign,generic,1.0,Invalid SQL syntax - not an attack
27770,benign,generic,1.0,Normal SELECT with UNION
27771,benign,generic,1.0,Normal SELECT with UNION ALL
27772,benign,generic,1.0,Normal SELECT with UNION
27773,benign,generic,1.0,Invalid SQL syntax - not an attack
27774,benign,generic,1.0,Invalid SQL syntax - not an attack
27775,benign,generic,1.0,Normal SELECT with FETCH FIRST
27776,benign,generic,1.0,Invalid SQL - not a valid statement
27777,benign,generic,1.0,Normal SELECT all rows
27778,benign,generic,1.0,Invalid SQL - not a valid statement
27779,benign,generic,1.0,Normal SELECT DISTINCT
