row_index,sqli_type,db_engine,confidence,reasoning
22440,benign,generic,1.0,Normal SELECT with AVG aggregate
22441,benign,generic,1.0,Normal SELECT with BETWEEN date
22442,benign,generic,1.0,Normal SELECT with column alias
22443,benign,generic,1.0,Normal SELECT with column alias
22444,benign,generic,1.0,Normal SELECT with column alias
22445,benign,generic,1.0,Normal SELECT with string concatenation
22446,benign,generic,1.0,Normal SELECT with function and INNER JOIN
22447,benign,generic,1.0,Normal SELECT with function and multiple JOINs
22448,benign,generic,1.0,Normal SELECT with function and LEFT JOIN
22449,benign,generic,1.0,Normal SELECT with LEFT JOIN
22450,benign,generic,1.0,Incomplete SELECT with function
22451,benign,generic,1.0,Normal SELECT with RIGHT JOIN
22452,benign,generic,1.0,Normal SELECT with function and FULL OUTER JOIN
22453,benign,generic,1.0,Normal SELECT with function and FROM
22454,benign,generic,1.0,Normal SELECT with function and UNION
22455,benign,generic,1.0,Normal SELECT with multiple functions
22456,benign,generic,1.0,Normal SELECT with function and UNION ALL
22457,benign,generic,1.0,Normal SELECT with multiple functions
22458,benign,generic,1.0,Normal SELECT with UNION and ORDER BY
22459,benign,generic,1.0,Normal SELECT with UNION ALL and ORDER BY
22460,benign,generic,1.0,Normal SELECT with UNION and WHERE
22461,benign,generic,1.0,Normal SELECT with aggregate and ORDER BY
22462,benign,generic,1.0,Normal SELECT with aggregate and subquery JOIN
22463,benign,generic,1.0,Normal SELECT with FETCH FIRST
22464,benign,generic,1.0,Incomplete SELECT statement
22465,benign,generic,1.0,Normal SELECT from table
22466,benign,generic,1.0,Normal SELECT from table
22467,benign,generic,1.0,Normal SELECT DISTINCT
22468,benign,generic,1.0,Normal SELECT with COUNT DISTINCT
22469,benign,generic,1.0,Normal SELECT with COUNT aggregate
