row_index,sqli_type,db_engine,confidence,reasoning
32940,error_based,oracle,0.9,dbms_utility for Oracle injection
32941,error_based,oracle,0.95,xmltype for Oracle error extraction
32942,auth_bypass,generic,0.6,wildcard injection
32943,auth_bypass,generic,0.6,wildcard injection
32944,error_based,oracle,0.9,char for Oracle encoding
32945,boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind
32946,error_based,oracle,0.9,cast for PostgreSQL injection
32947,error_based,oracle,0.95,xmltype for Oracle error extraction
32948,error_based,oracle,0.9,char for Oracle encoding
32949,error_based,oracle,0.9,dbms_utility for Oracle injection
32950,boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind
32951,boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind
32952,error_based,oracle,0.9,cast for PostgreSQL injection
32953,boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind
32954,error_based,oracle,0.95,xmltype for Oracle error extraction
32955,error_based,oracle,0.95,xmltype for Oracle error extraction
32956,error_based,oracle,0.9,dbms_utility for Oracle injection
32957,error_based,oracle,0.95,xmltype for Oracle error extraction
32958,error_based,oracle,0.9,char for Oracle encoding
32959,error_based,oracle,0.95,xmltype for Oracle error extraction
32960,error_based,oracle,0.95,xmltype for Oracle error extraction
32961,error_based,oracle,0.9,cast for PostgreSQL injection
32962,error_based,oracle,0.95,xmltype for Oracle error extraction
32963,error_based,oracle,0.95,xmltype for Oracle error extraction
32964,auth_bypass,generic,0.6,wildcard injection
32965,error_based,oracle,0.95,xmltype for Oracle error extraction
32966,error_based,oracle,0.9,char for Oracle encoding
32967,error_based,oracle,0.95,xmltype for Oracle error extraction
32968,error_based,oracle,0.95,xmltype for Oracle error extraction
32969,error_based,oracle,0.9,cast for PostgreSQL injection
