row_index,sqli_type,db_engine,confidence,reasoning
30,boolean_blind,generic,0.90,"Double quote + empty string for boolean-based blind SQLi"
31,boolean_blind,generic,0.95,"Simple or 1=1 for generic boolean blind SQLi"
32,boolean_blind,mysql,0.85,"Quote obfuscation for boolean-based blind SQLi"
33,union_based,mysql,0.90,"||/1 with version() indicates union-based SQLi"
34,union_based,mssql,0.90,"+\. obfuscation + @@VERSION for MSSQL union SQLi"
35,boolean_blind,generic,0.90,"Comment truncation for generic boolean blind SQLi"
36,boolean_blind,generic,0.90,"Tautology or 1=1 for boolean blind SQLi"
37,union_based,mysql,0.85,"<@&@ obfuscation + UNION SELECT"
38,union_based,mssql,0.90,"$*$ obfuscation + @@VERSION for MSSQL union SQLi"
39,out_of_band,mysql,0.90,"load_file with char() for OOB file read"
40,union_based,mssql,0.90,"$1 obfuscation + UNION SELECT for MSSQL"
41,boolean_blind,mysql,0.80,"\. obfuscation for boolean-based blind SQLi"
42,union_based,mssql,0.85,"\<\ bypass + UNION SELECT for MSSQL"
43,union_based,mysql,0.90,"1||1 with version() indicates union-based SQLi"
44,union_based,oracle,0.95,"v$version + rownum for Oracle union-based SQLi"
45,boolean_blind,mysql,0.85,"\. obfuscation for boolean-based blind SQLi"
46,boolean_blind,mysql,0.85,"]} obfuscation for boolean-based blind SQLi"
47,boolean_blind,mysql,0.80,".@ obfuscation for boolean-based blind SQLi"
48,boolean_blind,mysql,0.85,"$[ obfuscation for boolean-based blind SQLi"
49,boolean_blind,generic,0.90,"or 1 -- is generic boolean blind SQLi"
50,boolean_blind,mysql,0.80,";, obfuscation for boolean-based blind SQLi"
51,auth_bypass,mysql,0.95,"admin"" or 1=1# is MySQL auth bypass"
52,union_based,oracle,0.95,"v$version + rownum for Oracle union SQLi"
53,union_based,generic,0.80,"\x27UNION SELECT is hex-encoded union SQLi"
54,benign,generic,0.70,"PRINT is valid SQL not attack standalone"
55,union_based,mssql,0.85,"\. obfuscation + @@VERSION for MSSQL union SQLi"
56,boolean_blind,generic,0.90,"or 1=1-- is generic boolean blind SQLi"
57,time_blind,postgresql,0.95,"pg_sleep is PostgreSQL time-based blind SQLi"
58,boolean_blind,mysql,0.80,"#,# obfuscation for boolean-based blind SQLi"
59,auth_bypass,generic,0.90,"admin') or ('1'='1'/* for auth bypass"
