row_index,sqli_type,db_engine,confidence,reasoning
28440,benign,generic,1.0,Normal SELECT with BETWEEN date range
28441,benign,generic,1.0,Normal SELECT with alias
28442,benign,generic,1.0,Normal SELECT with alias
28443,benign,generic,1.0,Normal SELECT with alias
28444,benign,generic,1.0,Normal SELECT with string concatenation
28445,benign,generic,1.0,Normal SELECT function call
28446,benign,generic,1.0,Invalid SQL syntax - not an attack
28447,benign,generic,1.0,Normal SELECT function call
28448,benign,generic,1.0,Normal SELECT with LEFT JOIN
28449,benign,generic,1.0,Invalid SQL syntax - not an attack
28450,benign,generic,1.0,Normal SELECT with RIGHT JOIN
28451,benign,generic,1.0,Normal SELECT function call
28452,benign,generic,1.0,Invalid SQL syntax - not an attack
28453,benign,generic,1.0,Invalid SQL syntax - not an attack
28454,benign,generic,1.0,Invalid SQL syntax - not an attack
28455,benign,generic,1.0,Normal SELECT function call
28456,benign,generic,1.0,Invalid SQL syntax - not an attack
28457,benign,generic,1.0,Normal SELECT with UNION
28458,benign,generic,1.0,Normal SELECT with UNION ALL
28459,benign,generic,1.0,Normal SELECT with UNION
28460,benign,generic,1.0,Invalid SQL syntax - not an attack
28461,benign,generic,1.0,Invalid SQL syntax - not an attack
28462,benign,generic,1.0,Normal SELECT with FETCH FIRST
28463,benign,generic,1.0,Invalid SQL - not a valid statement
28464,benign,generic,1.0,Normal SELECT all rows
28465,benign,generic,1.0,Invalid SQL - not a valid statement
28466,benign,generic,1.0,Normal SELECT DISTINCT
28467,benign,generic,1.0,Normal SELECT COUNT DISTINCT
28468,benign,generic,1.0,Normal SELECT COUNT
28469,benign,generic,1.0,Invalid SQL syntax - not an attack
